"","jiyg;G","222",",yq;ifj;  jiug;gil","",""
"","","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","214,214,000,000           4,427,000,000"
"","jiyg;G","223",",yq;iff;  flw;gil","",""
"","","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","69,684,000,000         11,657,000,000"
"5","jiyg;G","224",",yq;if  thd;gil","",""
"","","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","50,079,000,000         19,120,000,000"
"","jiyg;G","304","tspkz;lytpay;  jpizf;fsk;","",""
"","","","epfo;r;rpj;jpl;lk;   02   mgptpUj;jpr; nraw;ghLfs;","","405,000,000           1,475,000,000"
"","jiyg;G","320","rptpy;  ghJfhg;Gj;  jpizf;fsk;","",""
"10","","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","18,778,000,000              237,000,000"
"","jiyg;G","325",",yq;if  fiuNahug;  ghJfhg;Gj;  jpizf;fsk;","",""
"","","","epfo;r;rpj;jpl;lk;      01      nray;Kiwr;  nraw;ghLfs;","","78,000,000              257,000,000"
"","","","ntFrd  Clf  mikr;R","",""
"","","","kPz;LtUk; nrytpdk;","23,000,000,000",""
