"95","th;j;jf KjyPl;L nfhs;ifj;","24401","mur mYtyh;fSf;fhd","","","",""
"","jpizf;fsk;","","Kw;gzk;","4,000,000","2,000,000","15,000,000","—"
"96","murhq;f  epjpj;
;","24501","mur mYtyh;fSf;fhd","","","",""
"","jpizf;fsk;","","Kw;gzk;","4,400,000","4,000,000","14,000,000","—"
"97
5","cs;ehl;L  ,iwthpj;","24601","mur  mYtyh;fSf;fhd","","","",""
"","jpizf;fsk;","","Kw;gzk;","60,000,000","80,000,000","400,000,000","—"
"98",",yq;ifr;  Rq;fk;","24701","mur  mYtyh;fSf;fhd","","","",""
"","","","Kw;gzk;","55,000,000","55,000,000","220,000,000","—"
"99",",yq;ifr;  Rq;fk;","24702","ifg;gw;wg;gl;l> jLj;J","","","",""
"10","","","itf;fg;gl;l","","","",""
"","","","nghUl;fSf;fhd","","","",""
"","","","nrytpdq;fs;","8,000,000","5,000,000","70,000,000","—"
"100","kJthpj;  jpizf;fsk;","24801","mur  mYtyh;fSf;fhd","","","",""
"","","","Kw;gzk;","40,000,000","41,000,000","170,000,000","—"
"101
15","jpiwNrhpr;  nraw;ghLfs;","24901","mur  mYtyh;fSf;fhd","","","",""
"","jpizf;fsk;","","Kw;gzk;","8,000,000","4,500,000","25,000,000","—"
"102","mur  fzf;Ffs;  jpizf;fsk;","25001","mur  mYtyh;fSf;fhd","","","",""
"","","","Kw;gzk;","7,000,000","2,900,000","20,000,000","—"
"103","mur  fzf;Ffs;","25002","Vida  muRfSf;fhd","","","",""
"20","jpizf;fsk;","","Kw;gzf;","","","",""
"","","","nfhLg;gdTfs;","1,100,000","800,000","700,000","—"
"104","mur  fzf;Ffs;","25003","ehdhtpj","","","",""
"","jpizf;fsk;","","Kw;gzq;fs;","10,000,000","1,500,000","145,000,000","—"
"105","tpiy  kjpg;gPl;Lj;  jpizf;fsk;","25101","mur  mYtyh;fSf;fhd","","","",""
"","","","Kw;gzk;","30,000,000","25,000,000","115,000,000","—"
"25","","","","","","",""
"106","rdj;njhif  Gs;sp  tpguj;","25201","mur  mYtyh;fSf;fhd","","","",""
"","jpizf;fsk;","","Kw;gzk;","50,000,000","30,000,000","150,000,000","—"
"107","Xa;t{jpaj;  jpizf;fsk;","25301","mur  mYtyh;fSf;fhd","","","",""
"","","","Kw;gzk;","60,000,000","40,000,000","210,000,000","—"
