"","166","murhq;fj;  njhopw;rhiy","31003","murhq;f  njhopw;rhiy","","",""
"","","jpizf;fsk;","","gzpepiwT  Kw;gzf;","","",""
"","","","","400,000,000
fzf;F","400,000,000","190,000,000","—"
"","167","Njrpa  ngsjPfj;  jpl;lkply;","31101","mur  mYtyh;fSf;fhd","","",""
"","","jpizf;fsk;","","15,000,000
Kw;gzk;","6,000,000","50,000,000","—"
"5","","","","","","",""
"","168","rptpy;  ghJfhg;Gj;  jpizf;fsk;","32001","mur  mYtyh;fSf;fhd","","",""
"","","","","450,000,000
Kw;gzk;","340,000,000","900,000,000","—"
"","169","Njrpa  jhtutpay;  g{q;fhf;fs;","32201","mur  mYtyh;fSf;fhd","","",""
"","","jpizf;fsk;","","25,000,000
Kw;gzk;","23,000,000","110,000,000","—"
"","170","rl;l  mYty;fs;","32301","mur  mYtyh;fSf;fhd","","",""
"10","","","","","","",""
"","","jpizf;fsk;","","1,000,000
Kw;gzk;","500,000","3,500,000","—"
"","171","Kfhikj;Jt  fzf;fha;Tj;","32401","mur  mYtyh;fSf;fhd","","",""
"","","jpizf;fsk;","","3,000,000
Kw;gzk;","2,000,000","10,000,000","—"
"","172","rKjha mbg;gil rPh;jpUj;jj;","32601","mur  mYtyh;fSf;fhd","","",""
"","","jpizf;fsk;","","50,000,000
Kw;gzk;","10,000,000","86,000,000",""
"15","","","","","","","—"
"","173","fhzpg; gad;ghl;Lf; nfhs;ifj;","32701","mur  mYtyh;fSf;fhd","","",""
"","","jpl;lkply;
jpizf;fsk;","","20,000,000
Kw;gzk;","15,000,000","75,000,000","—"
"","174","kdpjtY  kw;Wk;  Ntiy","32801","mur  mYtyh;fSf;fhd","","",""
"","","tha;g;Gj;  jpizf;fsk;","","30,000,000
Kw;gzk;","13,000,000","100,000,000","—"
"20","175","jfty;  njhopy;El;g","32901","mur  mYtyh;fSf;fhd","","",""
"","","Kfhikj;Jtj; jpizf;fsk;","","3,400,000
Kw;gzk;","1,800,000","12,000,000","—"
"","176","rKh;j;jp mgptpUj;jpj;","33101","mur  mYtyh;fSf;fhd","","",""
"","","jpizf;fsk;","","250,000,000
Kw;gzk;","180,000,000","400,000,000","—"
"","177","Njrpa  rKjha","33201","mur  mYtyh;fSf;fhd","","",""
"25","","ePh; toq;fy;
jpizf;fsk;","","20,000,000
Kw;gzk;","6,500,000","150,000,000","—"
"","178","nfhk;Nuhyh;  ehafk;","33301","mur  mYtyh;fSf;fhd","","",""
"","","mYtyfk;","","1,500,000
Kw;gzk;","1,200,000","6,300,000","—"
"","179","Njrpa  fy;tp  Mizf;FO","33501","mur  mYtyh;fSf;fhd","","",""
"","","","","1,500,000
Kw;gzk;","700,000","1,500,000","—"
"30","180","tzpff;  fg;gw;Wiwr;","33601","mur  mYtyh;fSf;fhd","","",""
"","","nrayfk;","","5,000,000
Kw;gzk;","1,500,000","6,000,000","—"
"","181","fWth  njhopw;Wiw","33701","mur  mYtyh;fSf;fhd","","",""
"","","mgptpUj;jpj;  jpizf;fsk;","","2,000,000
Kw;gzk;","100,000","5,000,000","—"
"","","nkhj;jk;","","44,907,000,000","38,907,000,000","76,087,500,000","12,065,000,000"
