"Head","","Recurrent","","Capital","22"
"No.","","Expenditure","","Expenditure",""
"","","Rs.","","Rs.",""
"","State  Ministry  of    Production,  Supply  and  Regulation  of    Pharmaceuticals","","","",""
"","Recurrent
            60,660,000,000","","","",""
"","Capital
           500,000,000","","","",""
"Made  up  as  follows  :-","","","","",""
"Head 423","State  Minister  of  Production,  Supply  and  Regulation  of    Pharmaceuticals","","","",""
"","Programme  01
Operational  Activities","60,660,000,000","","45,000,000",""
"","Programme  02
Development  Activities","","-","455,000,000",""
"","Foreign  Ministry","","","","Appropriation Act, No. 7 of 2020"
"","Recurrent                             12,362,605,000","","","",""
"","Capital                                       486,850,000","","","",""
"Made  up  as  follows  :-","","","","",""
"Head 112","Foreign Minister","","","",""
"","Programme  01
Operational  Activities","69,200,000","","2,850,000",""
"","Programme  02
Development  Activities","12,139,380,000","","477,950,000",""
"Head 295","Department  of  Commerce","","","",""
"","Programme  01
Operational  Activities","154,025,000","","6,050,000",""
"","State  Ministry  of    Regional  Cooperation","","","",""
"","Recurrent
             146,925,000","","","",""
"","Capital
               13,150,000","","","",""
