"Head","","","","Recurrent","Capital","34"
"No.","","","","Expenditure","Expenditure",""
"","","","","Rs.","Rs.",""
"Head","206","Department  of  Cultural  Affairs","","","",""
"","","Programme  01","Operational  Activities","62,025,000","5,250,000",""
"","","Programme  02","Development  Activities","211,245,000","116,250,000",""
"","","","Ministry    of  Coconut  Development  and  Janatha  Estate  Development","","",""
"","","Recurrent","","563,690,000","",""
"","","Capital","","1,200,100,000","",""
"Made  up  as  follows  :—","","","","","",""
"Head","178","","Minister  of  Coconut  Development  and  Janatha  Estate  Development","","",""
"","","Programme  01","Operational  Activities","51,190,000","14,100,000",""
"","","Programme  02","Development  Activities","512,500,000","1,186,000,000","Appropriation  Act, No. 52 of 2011"
"","","Ministry    of  Agrarian  Services  &  Wildlife","","","",""
"","","Recurrent","37,540,585,000","","",""
"","","Capital","","1,437,000,000","",""
"Made  up  as  follows  :—","","","","","",""
"Head","179","Minister  of  Agrarian  Services  &  Wildlife","","","",""
"","","Programme  01","Operational  Activities","63,905,000","12,800,000",""
"","","Programme  02","Development  Activities","33,854,460,000","132,750,000",""
"Head","281","Department  of  Agrarian  Development","","","",""
"","","Programme  01","Operational  Activities","200,450,000","43,500,000",""
"","","Programme  02","Development  Activities","2,965,600,000","535,600,000",""
"Head","284","Department  of  Wildlife  Conservation","","","",""
"","","Programme  01","Operational  Activities","456,170,000","712,350,000",""
