"","","වැවිලි �හ ප්‍රජා යටිතල පහසුකම් අමාත‍යාංශ්ය","","","","","26"
"","","පුනරාවරතන","","5,450,000,000","","",""
"","","මූලධන","","12,038,000,000","","",""
"","","පහත පරිදි වියදේ සැකසී ඇත:-","","","","",""
"ශීර්්ෂ","135","වැවිලි සහ ප්‍රජා යටිතල පහසුකේ අමාත‍යවරයා","","","","",""
"","","වැඩසටහන 01","ළමළහයුේ වැඩසටහන","","1,702,000,000","69,000,000",""
"","","වැඩසටහන 02","සංවර්ධන වැඩසටහන","","3,183,000,000","11,019,000,000",""
"ශීර්්ෂ","293","රබර් සංවර්ධන ළදපාර්තළේන්තුව","","","","",""
"","","වැඩසටහන 02","සංවර්ධන වැඩසටහන","","423,000,000","545,000,000",""
"ශීර්්ෂ","337","කුරුඳු සංවර්ධන ළදපාර්තළේන්තුව","","","","","2025 අංක 3 දරන විසර්ජන පනත"
"","","වැඩසටහන 02","සංවර්ධන වැඩසටහන","","142,000,000","405,000,000",""
"","","","කරමාන්ත �හ ව‍යව�ායකත්ව �ංවරධන අමාත‍යාංශ්ය","","","",""
"","","පුනරාවරතන","","4,805,000,000","","",""
"","","මූලධන","","9,138,000,000","","",""
"","","පහත පරිදි වියදේ සැකසී ඇත:-","","","","",""
"ශීර්්ෂ","149","","කර්මාන්ත සහ ව‍යවසායකත්ව සංවර්ධන අමාත‍යවරයා","","","",""
"","","වැඩසටහන 01","ළමළහයුේ වැඩසටහන","","1,392,700,000","143,800,000",""
"","","වැඩසටහන 02","සංවර්ධන වැඩසටහන","","3,069,000,000","8,926,500,000",""
"ශීර්්ෂ","303","ළප්්ෂකර්මාන්ත ළදපාර්තළේන්තුව","","","","",""
"","","වැඩසටහන 02","සංවර්ධන වැඩසටහන","","343,300,000","67,700,000",""
