"249","්භාණ්ඩාගාර ළමළහයුේ","1957 අංක 29 දරන","වැඩසටහන 01","2,944,740,000,000","1,594,850,000,000","4,539,590,000,000"
"","ළදපාර්තළේන්තුව","විළදශීය ණය පනළත් 2","ළමළහයුේ","","",""
"","","වන වගන්තිය (අ) සහ (ඇ)","වැඩසටහන","","",""
"","","ළේද, (417 වන අධිකාරය","","","",""
"","","වූ) ළදශීය ්භාණ්ඩාගාර","","","",""
"","","බිල්පත් ආඥාපනත, 2018","","","",""
"","","අංක 8 දරන සක්‍රීය වගකීේ","","","",""
"","","ක�මනාකරණ පනළත්","","","",""
"","","6 (1) වගන්තිය","","","",""
"253","වි්‍ාම වැටුප්","(431 වන අධිකාරය වූ),","වැඩසටහන 01","77,000,000,000","-","77,000,000,000"
"","ළදපාර්තළේන්තුව","වැන්දඹු සහ අනත්දරු","ළමළහයුේ","","",""
"","","වි්‍ාම වැටුප් අරමුදල්","වැඩසටහන","","",""
"","","ආඥාපනත, 1983 අංක","","","",""
"","","24 දරන වැන්දඹු පුරු්ෂ","","","",""
"","","සහ අනත්දරු වි්‍ාම වැටුප්","","","",""
"","","පනත, 1970 අංක 18","","","",""
"","","දරන වැන්දඹු හා අනත්දරු","","","",""
"","","වි්‍ාම වැටුප් ළයාේජනා","","","",""
"","","ක්‍රම (සන්නදධ හමුදා)","","","",""
"","","පනත, (432 වන අධිකාරය","","","",""
"","","වූ) පාසල් ගුරුවරුන්ළේ","","","",""
"","","වි්‍ාම වැටුප් පනත","","","",""
"","එකතුව","","","3,021,901,982,000","1,594,850,000,000","4,616,751,982,000"
