"ශීර්්ෂ","262","දිසේ්‍රික් ළල්කේ කාර්යාලය, මාතර","","",""
"","","වැඩසටහන 01
ළමළහයුේ වැඩසටහන","2,750,000,000","473,000,000",""
"ශීර්්ෂ","263","දිසේ්‍රික් ළල්කේ කාර්යාලය, හේබන්ළතාට","","",""
"","","වැඩසටහන 01
ළමළහයුේ වැඩසටහන","2,008,000,000","578,000,000",""
"ශීර්්ෂ","264","දිසේ්‍රික් ළල්කේ කාර්යාලය/ කචළචරිය - යාපනය","","",""
"","","වැඩසටහන 01
ළමළහයුේ වැඩසටහන","2,303,000,000","187,000,000",""
"ශීර්්ෂ","265","දිසේ්‍රික් ළල්කේ කාර්යාලය/ කචළචරිය - මන්නාරම","","",""
"","","වැඩසටහන 01
ළමළහයුේ වැඩසටහන","596,000,000","189,000,000",""
"ශීර්්ෂ","266","දිසේ්‍රික් ළල්කේ කාර්යාලය/ කචළචරිය - වවුනියාව","","",""
"","","වැඩසටහන 01
ළමළහයුේ වැඩසටහන","541,000,000","100,000,000",""
"ශීර්්ෂ","267","දිසේ්‍රික් ළල්කේ කාර්යාලය/ කචළචරිය - මුලතිේ","","",""
"","","වැඩසටහන 01
ළමළහයුේ වැඩසටහන","637,000,000","126,000,000","2025 අංක 3 දරන විසර්ජන පනත"
"ශීර්්ෂ","268","දිසේ්‍රික් ළල්කේ කාර්යාලය/ කචළචරිය - කිලිළනාචචි","","",""
"","","වැඩසටහන 01
ළමළහයුේ වැඩසටහන","629,000,000","179,000,000",""
"ශීර්්ෂ","269","දිසේ්‍රික් ළල්කේ කාර්යාලය/ කචළචරිය -  මඩකලපුව","","",""
"","","වැඩසටහන 01
ළමළහයුේ වැඩසටහන","2,047,000,000","141,000,000",""
"ශීර්්ෂ","270","දිසේ්‍රික් ළල්කේ කාර්යාලය, අේපාර","","",""
"","","වැඩසටහන 01
ළමළහයුේ වැඩසටහන","2,343,000,000","270,000,000",""
"ශීර්්ෂ","271","දිසේ්‍රික් ළල්කේ කාර්යාලය/ කචළචරිය - ්‍රිකුණාමලය","","",""
"","","වැඩසටහන 01
ළමළහයුේ වැඩසටහන","1,083,000,000","168,000,000",""
"ශීර්්ෂ","272","දිසේ්‍රික් ළල්කේ කාර්යාලය, කුරුණෑගල","","",""
"","","වැඩසටහන 01
ළමළහයුේ වැඩසටහන","4,741,000,000","256,000,000","23"
