"43","කේකරු අමාත‍යවරයා","19301","රජළේ නිලධාරීන්ට අත්තිකාරේ           5,000,000               1,000,000            30,000,000","-"
"44","තරුණ කටයුතු සහ ක්‍රීඩා","19401","රජළේ නිලධාරීන්ට අත්තිකාරේ         15,000,000               3,000,000          100,000,000","-"
"","අමාත‍යවරයා","","",""
"45","විද‍යා සහ තාක්්ෂණ","19601","රජළේ නිලධාරීන්ට අත්තිකාරේ         30,000,000               6,000,000          100,000,000","-"
"","අමාත‍යවරයා","","",""
"46","ළබෞදධ කටයුතු","20101","රජළේ නිලධාරීන්ට අත්තිකාරේ         50,000,000             25,000,000          160,000,000","-"
"","ළදපාර්තළේන්තුව","","",""
"47","මුසේලිේ ආගමික සහ","20201","රජළේ නිලධාරීන්ට අත්තිකාරේ           3,000,000               1,500,000            14,000,000","-"
"","සංසේකෘතික කටයුතු","","",""
"","ළදපාර්තළේන්තුව","","",""
"48","ක්‍රිසේතියානි ආගමික කටයුතු","20301","රජළේ නිලධාරීන්ට අත්තිකාරේ           3,500,000               1,600,000            10,000,000","-"
"","ළදපාර්තළේන්තුව","","",""
"49","හින්දු ආගමික හා","20401","රජළේ නිලධාරීන්ට අත්තිකාරේ         12,000,000               5,000,000            30,000,000","-"
"","සංසේකෘතික කටයුතු","","",""
"","ළදපාර්තළේන්තුව","","",""
