"","","ධීවර, ජලජ හා �ාගර �ම්පත් අමාත‍යාංශ්ය","","","",""
"","","පුනරාවරතන","6,213,000,000","","",""
"","","මූලධන","5,427,000,000","","",""
"","","පහත පරිදි වියදේ සැකසී ඇත:-","","","",""
"ශීර්්ෂ","151","ධීවර, ජලජ හා සාගර සේපත් අමාත‍යවරයා","","","",""
"","","වැඩසටහන 01","ළමළහයුේ වැඩසටහන","395,000,000","42,000,000",""
"","","වැඩසටහන 02","සංවර්ධන වැඩසටහන","1,627,000,000","5,198,000,000",""
"ශීර්්ෂ","290","ධීවර හා ජලජ සේපත් ළදපාර්තළේන්තුව","","","",""
"","","වැඩසටහන 01","ළමළහයුේ වැඩසටහන","4,191,000,000","187,000,000",""
"","","පරි�ර  අමාත‍යාංශ්ය","","","",""
"","","පුනරාවරතන","","12,534,000,000","","2025 අංක 3 දරන විසර්ජන පනත"
"","","මූලධන","","3,506,000,000","",""
"","","පහත පරිදි වියදේ සැකසී ඇත:-","","","",""
"ශීර්්ෂ","160","පරිසර අමාත‍යවරයා","","","",""
"","","වැඩසටහන 01","ළමළහයුේ වැඩසටහන","1,012,000,000","85,000,000",""
"","","වැඩසටහන 02","සංවර්ධන වැඩසටහන","1,704,000,000","908,000,000",""
"ශීර්්ෂ","283","වන සංරක්්ෂණ ළදපාර්තළේන්තුව","","","",""
"","","වැඩසටහන 01","ළමළහයුේ වැඩසටහන","2,500,000,000","1,280,000,000",""
"ශීර්්ෂ","284","වනජීවී සංරක්්ෂණ ළදපාර්තළේන්තුව","","","",""
"","","වැඩසටහන 01","ළමළහයුේ වැඩසටහන","5,324,000,000","406,000,000","27"
