"","44","KjyPl;L  Nkk;ghL  mikr;rh;","18701","mur  mYtyh;fSf;fhd","","",""
"","","","","","2,000,000","1,500,000             12,000,000","—"
"","","","","Kw;gzk;","","",""
"","45","nghJkf;fs;  ghJfhg;G  mikr;rh;","18901","mur  mYtyh;fSf;fhd","60,000,000","42,500,000             90,000,000",""
"","","","","","","","—"
"","","","","Kw;gzk;","","",""
"","46","njhopy;  kw;Wk;  ntspehl;L","19301","mur  mYtyh;fSf;fhd","","",""
"5","","","","","80,000,000","32,300,000           250,000,000","—"
"","","Ntiytha;g;G  mikr;rh;","","Kw;gzk;","","",""
"","47","tpisahl;Lj;Jiw  kw;Wk;","19401","mur  mYtyh;fSf;fhd","50,000,000","20,000,000           180,000,000",""
"","","","","","","","—"
"","",",isQh;  tptfhuq;fs;","","Kw;gzk;","","",""
"","","mikr;rh;","","","","",""
"","48","ePh;ghrd  mikr;rh;","19801","mur  mYtyh;fSf;fhd","","",""
"10","","","","","30,000,000","11,000,000           100,000,000","—"
"","","","","Kw;gzk;","","",""
"","49","ngsj;j  mYty;fs;  jpizf;fsk;","20101","mur  mYtyh;fSf;fhd","50,000,000","20,000,000           130,000,000",""
"","","","","","","","—"
"","","","","Kw;gzk;","","",""
"","50","K];ypk; rka fyhrhu mYty;fs;","20201","mur  mYtyh;fSf;fhd","4,000,000","2,800,000             10,000,000",""
"","","","","","","","—"
"","","jpizf;fsk;","","Kw;gzk;","","",""
"15","","","","","","",""
"","51","fpwp];jt  rka  mYty;fs;","20301","mur  mYtyh;fSf;fhd","3,000,000","1,400,000             10,000,000",""
"","","","","","","","—"
"","","jpizf;fsk;","","Kw;gzk;","","",""
"","52",",e;J  rka  fyhrhu  mYty;fs;","20401","mur  mYtyh;fSf;fhd","8,000,000","5,000,000             30,000,000",""
"","","","","","","","—"
"","","jpizf;fsk;","","Kw;gzk;","","",""
"","53","nghJek;gpf;ifg;  nghWg;ghsh;","20501","mur  mYtyh;fSf;fhd","","",""
"20","","","","","4,000,000","2,400,000             14,000,000","—"
"","","jpizf;fsk;","","Kw;gzk;","","",""
"","54","fyhrhu  mYty;fs;  jpizf;fsk;","20601","mur  mYtyh;fSf;fhd","40,000,000","18,000,000           100,000,000",""
"","","","","","","","—"
"","","","","Kw;gzk;","","",""
"","55","njhy;nghUspay;  jpizf;fsk;","20701","mur  mYtyh;fSf;fhd","60,000,000","35,000,000           160,000,000",""
"","","","","","","","—"
"","","","","Kw;gzk;","","",""
"25","","","","","","",""
"","56","Njrpa  E}jdrhiyfs;  jpizf;fsk;","20801","mur  mYtyh;fSf;fhd","20,000,000","10,000,000             60,000,000",""
"","","","","","","","—"
"","","","","Kw;gzk;","","",""
"","57","Njrpa  Rtbf;fhg;Gj;  jpizf;fsk;","20901","mur  mYtyh;fSf;fhd","7,000,000","3,500,000             30,000,000",""
"","","","","","","","—"
"","","","","Kw;gzk;","","",""
"30","58","murhq;f  jfty;  jpizf;fsk;","21001","mur  mYtyh;fSf;fhd","","",""
"","","","","","15,000,000","10,500,000             60,000,000","—"
"","","","","Kw;gzk;","","",""
