"","97",",yq;ifr;  Rq;fk;","24702","ifg;gw;wg;gl;l> jLj;J","16,000,000                 4,000,000             75,000,000","—"
"","","","","itf;fg;gl;l","",""
"","","","","nghUl;fSf;fhd","",""
"","","","","nrytpdq;fs;","",""
"5","98","kJthpj;  jpizf;fsk;","24801","mur  mYtyh;fSf;fhd","45,000,000               40,000,000           180,000,000",""
"","","","","","","—"
"","","","","Kw;gzk;","",""
"","99","jpiwNrhpr;  nraw;ghLfs;","24901","mur  mYtyh;fSf;fhd","8,000,000                 5,000,000             30,000,000","—"
"","","jpizf;fsk;","","Kw;gzk;","",""
"","100","mur  fzf;Ffs;  jpizf;fsk;","25001","mur  mYtyh;fSf;fhd","5,000,000                 2,900,000             16,000,000","—"
"10","","","","Kw;gzk;","",""
"","101","mur  fzf;Ffs;","25002","Vida  muRfSf;fhd","2,500,000                 1,000,000               1,000,000","—"
"","","jpizf;fsk;","","Kw;gzf;","",""
"","","","","nfhLg;gdTfs;","",""
"","102","mur  fzf;Ffs;","25003","ehdhtpj","10,000,000                 2,000,000           160,000,000","—"
"15","","jpizf;fsk;","","Kw;gzq;fs;","",""
"","103","tpiy  kjpg;gPl;Lj;  jpizf;fsk;","25101","mur  mYtyh;fSf;fhd","30,000,000               22,000,000           115,000,000","—"
"","","","","Kw;gzk;","",""
"","104","rdj;njhif  Gs;sp  tpguj;","25201","mur  mYtyh;fSf;fhd","40,000,000               32,000,000           150,000,000","—"
"","","jpizf;fsk;","","Kw;gzk;","",""
"20","105","Xa;t{jpaj;  jpizf;fsk;","25301","mur  mYtyh;fSf;fhd","40,000,000               40,000,000           180,000,000","—"
"","","","","Kw;gzk;","",""
"","106","gjpthsh;  ehafk;  jpizf;fsk;","25401","mur  mYtyh;fSf;fhd","90,000,000               77,000,000           310,000,000","—"
"","","","","Kw;gzk;","",""
"","107","khtl;lr;  nrayfk;>  nfhOk;G","25501","mur  mYtyh;fSf;fhd","60,000,000               50,000,000           230,000,000","—"
"25","","","","Kw;gzk;","",""
"","108","khtl;lr;  nrayfk;>  fk;g`h","25601","mur  mYtyh;fSf;fhd","80,000,000               40,000,000           260,000,000","—"
"","","","","Kw;gzk;","",""
"","109","khtl;lr;  nrayfk;>  fSj;Jiw","25701","mur  mYtyh;fSf;fhd","80,000,000               62,000,000           350,000,000","—"
"","","","","Kw;gzk;","",""
