"","","","",",uz;lhk;  ml;ltiz-  xJf;fPL  2023","","","","(gphpT  2)"
"","","murpayikg;gpdhYk;  Vida  rl;lq;fspdhYk;  mjpfhukspf;fg;gl;lJk;  jpul;L  epjpaj;jpd;kPJ  nghWg;gpf;fg;gl  Ntz;baJkhd","","","","","",""
"","","","","murhq;fj;jpd;  nrytpdk;","","","",""
"","jiyg;G","g
p
h
p
T / mikr;R/","mjd;fPo; nrytpdj;Jf;F","nrytpd epfo;r;rpj;jpl;lk;","k
z","nlOk;","%yjdr;","nkhj;jr;"
"",",y.","j
p
izf;fsk; my;yJ","mjpfhukspf;fg;gLfpd;w","","nrytpdk;","","nrytpdk;","nrytpdk;"
"","","e
p
Wtdj;jpdhy;","murpayikg;gpdJk;rl;lj;","","&gh","","&gh","&gh"
"","","cwg;gl;l nrytpdk;","jpdJk; Vw;ghL","","","","",""
"","1","mjpNkjF  rdhjpgjp","murpayikg;gpd;  36  Mk;","epfo;r;rpj;  jpl;lk;  01-","","","",""
"","","","cWg;Giu","nrad;Kiwr;","","","",""
"","","","","nraw;ghLfs;","","","",""
"","","","","","5,850,000","–","","5,850,000"
"","4","cah;ePjpkd;w","murpayikg;gpd;  108  Mk;","epfo;r;rpj;  jpl;lk;  01-","","","",""
"5","","ePjpgjpfs;","cWg;Giu","nrad;Kiwr;","","","",""
"","","","","","100,000,000","–","","100,000,000"
"","","","","nraw;ghLfs;","","","",""
"","6","murhq;f  Nrit","murpayikg;gpd;  IX  Mk;","epfo;r;rpj;  jpl;lk;  01-","","","",""
"","","Mizf;FO","mj;jpahak;","nrad;Kiwr;","","","",""
"","","mYtyfk;","","nraw;ghLfs;","10,260,000","–","","10,260,000"
"","","ePjpr;Nrit","murpayikg;gpd;  XV  m  Mk;","epfo;r;rpj;  jpl;lk;  01-","","","",""
"10","7","","","","","","",""
"","","Mizf;FO","mj;jpahak;","nrad;Kiwr;","","","",""
"","","","","nraw;ghLfs;","2,580,000","–","","2,580,000"
"","8","Njrpa  nghyp];","murpayikg;gpd;  XVIII  m  Mk;","epfo;r;rpj;  jpl;lk;  01-","","","",""
"","","Mizf;FO","mj;jpahak;","nrad;Kiwr;","","","",""
"","","","","","","","",""
"15","","","","nraw;ghLfs;","8,100,000","–","","8,100,000"
"","10",",yQ;rk;  my;yJ","1994  Mk;  Mz;bd;  19  Mk;","epfo;r;rpj;  jpl;lk;  01-","","","",""
"","","Coy;  Fw;wr;rhl;Lfs;",",yf;f>  ,yQ;rk;  my;yJ","nrad;Kiwr;","","","",""
"","","gw;wpa  rhh;j;Jjy;fis","Coy;  gw;wpa  rhh;j;Jjy;fis","nraw;ghLfs;","4,740,000","–","","4,740,000"
"","","Gydha;T nra;tjw;","tprhhpg;gjw;fhd","","","","",""
"20","","fhd  Mizf;FO","Mizf;FOr;  rl;lk;","","","","",""
