"","","","ேகீண்டுவரும் சசைவினம்","23,019,470,000","",""
"","","","மூைதன சசைவினம்","10,655,000,000","",""
"","அலேவு வருோறு :-","","","","",""
"5","தலைப்பு","1","அதிமேதகு சனாதிபதி","","",""
"","","","நி்கழ்்சசித்திட்்டம் 01","சசயல்முலை்ச சசயற்பாடு்கள்","2,465,980,000","418,000,000"
"","","","நி்கழ்்சசித்திட்்டம் 02","அபிவிருத்தி்ச சசயற்பாடு்கள்","200,000,000","8,294,000,000"
"","தலைப்பு","2","பிரதே அலே்சசர் அலுவை்கம்","","",""
"","","","நி்கழ்்சசித்திட்்டம் 01","சசயல்முலை்ச சசயற்பாடு்கள்","898,500,000","76,500,000"
"10","தலைப்பு","4","உயர் நகீதிேன்ை நகீதிபதி்கள்","","",""
"","","","நி்கழ்்சசித்திட்்டம் 01","சசயல்முலை்ச சசயற்பாடு்கள்","448,500,000","108,500,000"
"","தலைப்பு","5","அலே்சசரலவ அலுவை்கம்","","",""
"","","","நி்கழ்்சசித்திட்்டம் 01","சசயல்முலை்ச சசயற்பாடு்கள்","247,000,000","28,000,000"
"","தலைப்பு","6","அரசாங்்க மசலவ ஆலைக்குழு அலுவை்கம்","","",""
"15","","","நி்கழ்்சசித்திட்்டம் 01","சசயல்முலை்ச சசயற்பாடு்கள்","392,740,000","30,000,000"
