"","80","உயர்​நீதிமன்்றப்​","23401","அைெ​","","","",""
"","","்பதிவறாளர்​அலுவலகம்","","அலுவலர்களுக்கறான​","","","",""
"","","","","முற்்பைம்","35,000,000​","21,000,000​","​93,000,000​","​-​"
"","81","ெட்்ட​ஆணைக்குழுத்​","23501","அைெ​","","","",""
"5","","திணைக்களம்","","அலுவலர்களுக்கறான​","","","",""
"","","","","முற்்பைம்","​3,000,000​","​2,000,000​","​7,000,000​","​-​"
"","82","அைெ​கரும​சமறாழிகள்​","23601","அைெ​","","","",""
"","","திணைக்களம்","","அலுவலர்களுக்கறான​","","","",""
"","","","","முற்்பைம்","10,000,000​","​7,000,000​","​25,000,000​","​-​"
"10","83","மதெிய​திட்்டமி்டல்​","23701","அைெ​","","","",""
"","","திணைக்களம்","","அலுவலர்களுக்கறான​","","","",""
"","","","","முற்்பைம்","7,000,000​","​5,000,000​","​15,000,000​","​-​"
"","84","அைெிண்றக்​சகறாள்ணகத்​","23801","அைெ​","","","",""
"","","திணைக்களம்","","அலுவலர்களுக்கறான​","","","",""
"15","","","","முற்்பைம்","​6,000,000​","​4,000,000​","​15,000,000​","​-​"
"","85","சவளிநறாட்டு​வளங்கள்​","23901","அைெ​","","","",""
"","","திணைக்களம்​","","அலுவலர்களுக்கறான​","","","",""
"","","","","முற்்பைம்","15,000,000​","10,000,000​","35,000,000​","​-​"
"","86","மதெிய​வைவுசெலவுத்​","24001","அைெ​","","","",""
"20","","திட்்டத்​திணைக்களம்","","அலுவலர்களுக்கறான​","","","",""
"","","","","முற்்பைம்","​20,000,000​","​11,000,000​","​50,000,000​","​-​"
"","87","்பகிைங்க​","24101","அைெ​","","","",""
"","","சதறாழில்முயற்ெிகள்​","","அலுவலர்களுக்கறான​","","","",""
"","","திணைக்களம்","","முற்்பைம்","​9,000,000​","​6,000,000​","​22,000,000​","​-​"
"25","88","முகறாணமத்துவ​மெணவகள்​","24201","அைெ​","","","",""
"","","திணைக்களம்","","அலுவலர்களுக்கறான​","","","",""
"","","","","முற்்பைம்","13,000,000​","​7,000,000​","​27,000,000​","​-​"
"","89","அ்பிவிருத்தி​நிதித்​","24301","அைெ​","","","",""
"","","திணைக்களம்","","அலுவலர்களுக்கறான​","","","",""
"30","","","","முற்்பைம்","​9,000,000​","6,000,000​","​20,000,000​","​-​"
