"","தலைப்பு","211","அரசாங்்க அ்சச்கத் திலைக்்கைம்","","",""
"","","","நி்கழ்்சசித்திட்்டம் 01","சசயல்முலை்ச சசயற்பாடு்கள்","4,165,000,000","2,160,000,000"
"","தலைப்பு","220","ஆயுர்மவத திலைக்்கைம்","","",""
"","","","நி்கழ்்சசித்திட்்டம் 01","சசயல்முலை்ச சசயற்பாடு்கள்","275,000,000","60,000,000"
"5","","","நி்கழ்்சசித்திட்்டம் 02","அபிவிருத்தி்ச சசயற்பாடு்கள்","4,025,000,000","1,040,000,000"
"","தலைப்பு","308","தபால் திலைக்்கைம்","","",""
"","","","நி்கழ்்சசித்திட்்டம் 02","அபிவிருத்தி்ச சசயற்பாடு்கள்","27,745,000,000","1,800,000,000"
"","","","","சவைிநாட்்டலுவல்்கள், சவைிநாட்டு மவலைவாய்ப்பு ேற்றும் சுற்றுைாத்துலை அலே்சசு","",""
"","","","ேகீண்டுவரும் சசைவினம்","21,000,000,000","",""
"10","","","மூைதன சசைவினம்","2,000,000,000","",""
