"","","","","","","","","",""
"","39","","228(ඇ)","","“(iii)”","","","“(iii)”",""
"","40","","241(3)(ඉ)","","“හැ(cid:251) (cid:251)(cid:605)ෙම(cid:655)ලා 
අවශ්‍ය වන”","","","“හැ(cid:251) (cid:251)(cid:605)ෙම(cid:655)ලා 
අවශ්‍ය වන”",""
"","41","","242(1)(ආ)(iii)","","“සෑ(cid:656)මට ප(cid:430)වන”","","","“සෑ(cid:656)මට ප(cid:430)වන”",""
"","42","","242(5)","","“සහ(cid:431)කය(cid:250) අ(cid:430)ස(cid:486) 
කළ (cid:594)(cid:433) ය.”","","","“සහ(cid:431)කය(cid:250) අ(cid:430)ස(cid:486) 
කර(cid:489) ලැ(cid:554)ය         
(cid:594)(cid:433) ය.”",""
"","43","","245(ඊ)","","“ඒකාබ(cid:458)ධ කර(cid:489) 
ලබන සමාගම(cid:250) (cid:618)(cid:646)(cid:486) 
ෙහ(cid:676) ඊට (cid:618)(cid:606)(cid:458)ධව”","","","“ඒකාබ(cid:458)ධ කර(cid:489)",""
"","","","","","","","","",""
"","","","","","","","","ලබන සමාගම(cid:250) 
(cid:618)(cid:646)(cid:486) ෙහ(cid:676) ඊට 
(cid:618)(cid:606)(cid:458)ධව”",""
"","44","","246(3)","","“ෙක(cid:675)ටස් අ(cid:430)කර 
ගැ(cid:488)මට යන”","","","“ෙක(cid:675)ටස් අ(cid:430)කර 
ගැ(cid:488)මට යන”",""
"","45","","248(2)","","“(1) වන 
උපවග(cid:486)(cid:431)ෙ(cid:591) (ඈ) 
ෙ(cid:326)දය යටෙ(cid:430)”","","","“(1) වන 
උපවග(cid:486)(cid:431)ෙ(cid:591) (ඉ) 
ෙ(cid:326)දය යටෙ(cid:430)”",""
"","46","","249(2)(ආ)(vii)","","“(cid:618)ස්තර ඇ(cid:433)ළ(cid:430)”","","","“(cid:618)ස්තර ඇ(cid:433)ළ(cid:430)”",""
"","47","","273(1)","","“ගණ(cid:486) ෙ(cid:553)රා 
වසා දැ(cid:574)ම සඳහා (cid:621) 
ෙප(cid:430)සම(cid:250) (cid:618)භාග 
කරන (cid:618)ට”","","","“ගණ(cid:486) ෙ(cid:553)රා 
වසා දැ(cid:574)ම සඳහා (cid:621) 
ෙප(cid:430)සම(cid:250) (cid:618)භාග 
කරන (cid:618)ට”",""
"","48","","274(ආ)","","“වැ(cid:395)(cid:464)ර න(cid:397) කට(cid:594)(cid:433) 
තහන(cid:572) කරන”","","","“වැ(cid:395)(cid:464)ර න(cid:397) කට(cid:594)(cid:433) 
තහන(cid:572) කරන”",""
"","","","","","","","","",""
"","49","","283(1)","","“(cid:536)(cid:664)ෙව(cid:611)(cid:486) ඒ 
(cid:648)රකු(cid:572)ප(cid:430) ෙද(cid:489) ලැ(cid:557) 
(cid:462)න”","","","“(cid:536)(cid:664)ෙව(cid:611)(cid:486) ඒ 
(cid:648)රකු(cid:572)ප(cid:430) ෙද(cid:489)",""
"","","","","","","","","ලැ(cid:557) (cid:462)න”",""
"","","","","","","","","",""
"","50","","284(1)","","“ගණ(cid:486) ෙ(cid:553)රා වසා 
දැ(cid:574)ෙ(cid:572) ආඥාව(cid:250) කර(cid:489) 
ලැ(cid:557)”","","","“ගණ(cid:486) ෙ(cid:553)රා වසා 
දැ(cid:574)ෙ(cid:572) ආඥාව(cid:250) 
කර(cid:489) ලැ(cid:557)”",""
"","51","","287","","“බලපැවැ(cid:430)(cid:618)ය         
(cid:594)(cid:433) ය:-”","","","“බලපැවැ(cid:430)(cid:618)ය          
(cid:594)(cid:433) ය:-”",""
"","52","","290","","“ගණ(cid:486) ෙ(cid:553)රා වසා 
දැ(cid:574)ෙ(cid:572) ආඥාව(cid:250) කර(cid:489) 
ලැ(cid:557) අවස්ථාවක”","","","“ගණ(cid:486) ෙ(cid:553)රා වසා 
දැ(cid:574)ෙ(cid:572) ආඥාව(cid:250) 
කර(cid:489) ලැ(cid:557) 
අවස්ථාවක”",""
