"Head","","","","Recurrent","Capital"
"No.","","","","Expenditure","Expenditure"
"","","","","Rs.","Rs."
"Head","313","Central  Provincial  Council","","",""
"","","Programme  01","Operational  Activities","25,383,296,000","—"
"","","Programme  02","Development  Activities","—","2,809,707,000"
"Head","314","Southern  Provincial  Council","","",""
"","","Programme  01","Operational  Activities","22,857,746,000","—"
"","","Programme  02","Development  Activities","—","2,795,253,000"
"Head","315","Northern  Provincial  Council","","",""
"","","Programme  01","Operational  Activities","18,650,939,000","—"
"","","Programme  02","Development  Activities","—","3,823,122,000"
"Head","316","North  Western  Provincial  Council","","",""
"","","Programme  01","Operational  Activities","21,991,376,000","—"
"","","Programme  02","Development  Activities","—","2,923,934,000"
"Head","317","North  Central  Provincial  Council","","",""
"","","Programme  01","Operational  Activities","14,706,613,000","—"
"","","Programme  02","Development  Activities","—","3,393,314,000"
"Head","318","Uva  Provincial  Council","","",""
"","","Programme  01","Operational  Activities","15,711,401,000","—"
"","","Programme  02","Development  Activities","—","3,855,397,000"
"Head","319","Sabaragamuwa  Provincial  Council","","",""
"","","Programme  01","Operational  Activities","21,441,495,000","—"
"","","Programme  02","Development  Activities","—","3,199,645,000"
