"Head","293","Department  of  Rubber  Development","","",""
"","","Programme  02","Development  Activities","337,000,000","967,000,000"
"","","Ministry  of  Sports","","",""
"","","Recurrent","1,625,000,000","",""
"","","Capital","3,800,000,000","",""
"","Made  up  as  follows:-","","","",""
"Head","136","Minister  of  Sports","","",""
"","","Programme  01","Operational  Activities","434,740,000","966,900,000"
"","","Programme  02","Development  Activities","95,810,000","979,500,000"
"Head","219","Department  of  Sports  Development","","",""
"","","Programme  01","Operational  Activities","62,850,000","5,600,000"
"","","Programme  02","Development  Activities","1,031,600,000","1,848,000,000"
"","","","Ministry  of  Hill  Country  New  Villages,  Infrastructure  and  Community  Development","",""
"","","Recurrent","","348,375,000","Appropriation Act, No. 30 of 2017"
"","","Capital","3,400,000,000","",""
"Made  up  as  follows:-","","","","",""
"Head","140","","Minister  of  Hill  Country  New  Villages,  Infrastructure  and  Community  Development","",""
"","","Programme  01","Operational  Activities","348,375,000","14,000,000"
"","","Programme  02","Development  Activities","—","3,386,000,000"
"","","","Ministry  of  Prison  Reforms,  Rehabilitation,  Resettlement  and  Hindu  Religious  Affairs","",""
"","","Recurrent","8,278,162,000","",""
"","","Capital","3,147,750,000","",""
"","Made  up  as  follows:-","","","",""
"Head","145","","Minister  of  Prison  Reforms,  Rehabilitation,  Resettlement  and  Hindu  Religious  Affairs","",""
"","","Programme  01","Operational  Activities","2,592,150,000","502,000,000"
"","","Programme  02","Development  Activities","84,000,000","25
1,640,000,000"
