"","","","","","தெயற்்பொடுகளின்","வரவிற்கொன","்பற்று ைீ�ிக்கொன","த்பொறுப்புகளிள்"
"","டொ்டொ்","","","","","","",""
"","","�ிமை�க்களங்கள்","இல.இல.","","தெலவினத்�ின்","ஆகக் குமைைந்�","உச்ெ எல்மைலகள்","உச்ெ எல்மைலகள்"
"","இல.இல.","","","","","","",""
"","","","","","உச்ெ எல்மைலகள்","எல்மைலகள்","ரூ்பொரூ்பொ","ரூ்பொரூ்பொ"
"","","","","","ரூ்பொரூ்பொ","ரூ்பொரூ்பொ","",""
"","6","நீதிச்​மெணவகள்​","00701","அைெ​","","","",""
"","","ஆணைக்குழு","","அலுவலர்களுக்கறான​","","","",""
"","","","","முற்்பைம்","5,000,000​","​3,000,000​","15,000,000​","​-​"
"","7","மதெிய​ச்பறாலிஸ்​","00801","அைெ​","","","",""
"5","","ஆணைக்குழு","","அலுவலர்களுக்கறான​","","","",""
"","","","","முற்்பைம்","8,000,000​","5,000,000​","14,000,000​","​-​"
"","8","நிர்வறாக​மமன்முண்றயீட்டு​","00901","அைெ​","","","",""
"","","நியறாயெண்ப","","அலுவலர்களுக்கறான​","","","",""
"","","","","முற்்பைம்","​4,000,000​","2,000,000​","​8,000,000​","​-​"
"10","9","இலஞ்ெம்​அல்லது​","01001","அைெ​","","","",""
"","","ஊழல்கள்​்பற்்றிய​","","அலுவலர்களுக்கறான​","","","",""
"","","ெறாத்துதல்கணள​","","முற்்பைம்","","","",""
"","","புலனறாய்வு​","","","","","",""
"","","செய்வதற்கறான​","","","","","",""
"15","","ஆணைக்குழு","","","​20,000,000​","14,000,000​","​60,000,000​","​-​"
"","10","இலஞ்ெம்​அல்லது​","01002","இலஞ்ெத்திணனக்​","","","",""
"","","ஊழல்கள்​்பற்்றிய​","","கண்்ட்றிய​","","","",""
"","","ெறாத்துதல்கணள​","","இலஞ்ெமறாகப்​","","","",""
"","","புலனறாய்பு​செய்வதற்கறான​","","்பயன்்படுத்து​","","","",""
"20","","ஆணைக்குழு","","வதற்கறான​முற்்பைம்","150,000,000​","3,000,000​","​275,000,000​","​-​"
"","11","நிதி​ஆணைக்குழு​","01101","அைெ​","","","",""
"","","அலுவலகம்​","","அலுவலர்களுக்கறான​","","","",""
"","","","","முற்்பைம்","10,000,000​","5,000,000​","25,000,000​","-​"
