"","ப்பு​","்பிடாிவு​/அணமச்சு/​","அதி்கடாரமளிக்்கப்்படு்கின்ற","நி்கழ்ச்சித்திட்்டம்​","பசலவினம்​","பசலவினம்​​​​​​","","பசலவினம்​"
"","இல.இல.","திணைக்்களம்​","அரசியலணமப்்பினதும்​","","ரூ்படாரூ்படா","ரூ்படா​","","ரூ்படாரூ்படா"
"","","அல்லது​நிறுவனம்","சட்்டத்தினதும்​ஏற்்படாடு","","","","",""
"","1","அதிவமதகு​","அரசியலணமப்்பின்​36​ஆம்​","நி்கழ்ச்சித்திட்்டம்​01​","","","",""
"","","சனடாதி்பதி","உறுப்புணர","பசயல்முணறச்​","","","",""
"","","","","","7,020,000","","​-​​​","7,020,000"
"","","","","பசயற்்படாடு்கள்","","","",""
"","4","உயர்​நகீதிமன்ற​","அரசியலணமப்்பின்​108​ஆம்​","நி்கழ்ச்சித்திட்்டம்​01​","","","",""
"","","நகீதி்பதி்கள்","உறுப்புணர","பசயல்முணறச்​","","","",""
"","","","","","132,000,000","","-​​​","132,000,000"
"","","","","பசயற்்படாடு்கள்","","","",""
"5","6","அரசடாங்்க​வசணவ​","அரசியலணமப்்பின்​IX​ஆம்​","நி்கழ்ச்சித்திட்்டம்​01​","","","",""
"","","ஆணைக்குழு​","அத்தியடாயம்","பசயல்முணறச்​","","","",""
"","","","","","10,260,000","","​-​​​","10,260,000"
"","","அலுவல்கம்","","பசயற்்படாடு்கள்","","","",""
"","7","நகீதிச்​வசணவ​","அரசியலணமப்்பின்​XV​அ​ஆம்​","நி்கழ்ச்சித்திட்்டம்​01​","","","",""
"","","ஆணைக்குழு","அத்தியடாயம்","பசயல்முணறச்​","","","",""
"","","","","","3,850,000","","​-​​​","3,850,000"
"","","","","பசயற்்படாடு்கள்","","","",""
"10","8","வதசிய​ப்படாலிஸ்​","அரசியலணமப்்பின்​​XVIIIஅ​ஆம்​","நி்கழ்ச்சித்திட்்டம்​01​","","","",""
"","","ஆணைக்குழு","அத்தியடாயம்","பசயல்முணறச்​","","","",""
"","","","","","8,100,000","","​-​​​","8,100,000"
"","","","","பசயற்்படாடு்கள்","","","",""
