"","தலைப்பு","290","்க்டற்சைாழில் ேற்றும் நகீர்க வைமூைங்்கள் திலைக்்கைம்","","",""
"","","","நி்கழ்்சசித்திட்்டம் 01","சசயல்முலை்ச சசயற்பாடு்கள்","1,257,700,000","185,400,000"
"","","","சுற்ைா்டல் அலே்சசு","","",""
"","","","ேகீண்டுவரும் சசைவினம்","14,200,000,000","",""
"5","","","மூைதன சசைவினம்","4,100,000,000","",""
"","","அலேவு வருோறு :-","","","",""
"","தலைப்பு","160","சுற்ைா்டல் அலே்சசர்","","",""
"","","","நி்கழ்்சசித்திட்்டம் 01","சசயல்முலை்ச சசயற்பாடு்கள்","1,093,000,000","97,000,000"
"","","","நி்கழ்்சசித்திட்்டம் 02","அபிவிருத்தி்ச சசயற்பாடு்கள்","1,944,000,000","1,165,000,000"
"10","தலைப்பு","283","வன பாது்காப்புத் திலைக்்கைம்","","",""
"","","","நி்கழ்்சசித்திட்்டம் 01","சசயல்முலை்ச சசயற்பாடு்கள்","3,020,000,000","1,365,000,000"
"","தலைப்பு","284","வனசகீவராசி்கள் பாது்காப்புத் திலைக்்கைம்","","",""
"","","","நி்கழ்்சசித்திட்்டம் 01","சசயல்முலை்ச சசயற்பாடு்கள்","5,801,000,000","483,000,000"
"","தலைப்பு","291","","்கலரமயாரம் மபைல் ேற்றும் ்கலரமயார மூைவை மு்காலேத்துவ திலைக்்கைம்","",""
"15","","","நி்கழ்்சசித்திட்்டம் 01","அபிவிருத்தி்ச சசயற்பாடு்கள்","483,000,000","512,000,000"
"","தலைப்பு","294","மதசிய ேிரு்கக்்காட்சிசாலை்கள் திலைக்்கைம்","","",""
"","","","நி்கழ்்சசித்திட்்டம் 02","அபிவிருத்தி்ச சசயற்பாடு்கள்","895,000,000","222,000,000"
"","தலைப்பு","322","மதசிய தாவரப் பூங்்காக்்கள் திலைக்்கைம்","","",""
"","","","நி்கழ்்சசித்திட்்டம் 02","அபிவிருத்தி்ச சசயற்பாடு்கள்","964,000,000","256,000,000"
