"","தலைப்பு","254","பதிவாைர் நாய்கம் திலைக்்கைம்","","",""
"","","","நி்கழ்்சசித்திட்்டம் 01","சசயல்முலை்ச சசயற்பாடு்கள்","4,865,000,000","635,000,000"
"","தலைப்பு","255","ோவட்்ட்ச சசயை்கம், ச்காழும்பு","","",""
"","","","நி்கழ்்சசித்திட்்டம் 01","சசயல்முலை்ச சசயற்பாடு்கள்","2,539,000,000","475,000,000"
"5","தலைப்பு","256","ோவட்்ட்ச சசயை்கம், ்கம்பஹா","","",""
"","","","நி்கழ்்சசித்திட்்டம் 01","சசயல்முலை்ச சசயற்பாடு்கள்","3,440,000,000","460,000,000"
"","தலைப்பு","257","ோவட்்ட்ச சசயை்கம், ்களுத்துலை","","",""
"","","","நி்கழ்்சசித்திட்்டம் 01","சசயல்முலை்ச சசயற்பாடு்கள்","2,886,000,000","698,000,000"
"","தலைப்பு","258","ோவட்்ட்ச சசயை்கம், ்கண்டி","","",""
"10","","","நி்கழ்்சசித்திட்்டம் 01","சசயல்முலை்ச சசயற்பாடு்கள்","4,126,000,000","360,000,000"
"","தலைப்பு","259","ோவட்்ட்ச சசயை்கம்,  ோத்தலை","","",""
"","","","நி்கழ்்சசித்திட்்டம் 01","சசயல்முலை்ச சசயற்பாடு்கள்","2,100,000,000","240,000,000"
"","தலைப்பு","260","ோவட்்ட்ச சசயை்கம், நுவசரலியா","","",""
"","","","நி்கழ்்சசித்திட்்டம் 01","சசயல்முலை்ச சசயற்பாடு்கள்","1,541,000,000","485,000,000"
"15","தலைப்பு","261","ோவட்்ட்ச சசயை்கம், ்காலி","","",""
"","","","நி்கழ்்சசித்திட்்டம் 01","சசயல்முலை்ச சசயற்பாடு்கள்","4,116,000,000","428,000,000"
"","தலைப்பு","262","ோவட்்ட்ச சசயை்கம், ோத்தலை","","",""
"","","","நி்கழ்்சசித்திட்்டம் 01","சசயல்முலை்ச சசயற்பாடு்கள்","3,181,000,000","914,000,000"
