"","I ෙක(cid:675)ටස : (I) ෙඡදය - (cid:636) ලංකා (cid:541)ජාතා(cid:486)(cid:437)ක සමාජවා(cid:463) ජනරජෙ(cid:591) අ(cid:431) (cid:618)ෙශෂ ගැස(cid:376) ප(cid:436)ය - 2019.11.20","","","",""
"පාඨාංක","නැෙගන(cid:655)ර","උ(cid:433)(cid:606)","පාඨාංක","නැෙගන(cid:655)ර","උ(cid:433)(cid:606)"
"අංක","ෙ(cid:458)ශාංශ","අ(cid:250)ෂාංශ","අංක","ෙ(cid:458)ශාංශ","අ(cid:250)ෂාංශ"
"3077","174422","134853","3120","175151","134551"
"3078","174438","134856","3121","175176","134553"
"3079","174469","134875","3122","175190","134578"
"3080","174500","134895","3123","175207","134605"
"3081","174527","134849","3124","175227","134639"
"3082","174539","134814","3125","175251","134654"
"3083","174535","134782","3126","175251","134602"
"3084","174475","134786","3127","175267","134595"
"3085","174484","134748","3128","175261","134556"
"3086","174495","134725","3129","175258","134532"
"3087","174517","134721","3130","175263","134511"
"3088","174534","134739","3131","175267","134498"
"3089","174539","134760","3132","175294","134498"
"3090","174549","134759","3133","175314","134497"
"3091","174555","134729","3134","175330","134503"
"3092","174557","134706","3135","175345","134508"
"3093","174540","134676","3136","175340","134541"
"3094","174535","134656","3137","175342","134546"
"3095","174525","134616","3138","175344","134577"
"3096","174543","134591","3139","175365","134556"
"3097","174586","134582","3140","175375","134554"
"3098","174607","134577","3141","175386","134543"
"3099","174645","134545","3142","175404","134551"
"3100","174681","134519","3143","175421","134570"
"3101","174709","134488","3144","175444","134586"
"3102","174700","134456","3145","175462","134605"
"3103","174742","134413","3146","175481","134618"
"3104","174769","134433","3147","175499","134631"
"3105","174826","134434","3148","175476","134665"
"3106","174834","134397","3149","175494","134690"
"3107","174826","134370","3150","175517","134693"
"3108","174850","134354","3151","175547","134693"
"3109","174876","134331","3152","175585","134690"
"3110","174898","134316","3153","175612","134705"
"3111","174950","134330","3154","175655","134720"
"3112","174999","134365","3155","175671","134732"
"3113","175028","134393","3156","175703","134735"
"3114","175040","134413","3157","175733","134722"
"3115","175063","134440","3158","175752","134740"
"3116","175070","134465","3159","175786","134780"
"3117","175102","134495","3160","175801","134802"
"3118","175119","134516","3161","175797","134833"
"3119","175135","134530","3162","175838","134843"
