"","head  308 Department of Posts","","","",""
"","Programme 02","Development activities","21,823,000,000","2,095,000,000",""
"","","Ministry of Foreign Affairs,  Foreign Employment and Tourism","","",""
"","Recurrent                           19,407,000,000","","","",""
"5","Capital                                  2,056,000,000","","","",""
"","made up as follows :-","","","",""
"","head  112 Minister of  Foreign Affairs,  Foreign Employment and Tourism","","","",""
"","Programme 01","operational activities","1,190,000,000","61,000,000",""
"","Programme 02","Development activities","18,217,000,000","1,995,000,000",""
"10","","Ministry of Trade, Commerce, Food Security and Co-operative Development","","","Appropriation"
"","Recurrent                             2,167,000,000","","","",""
"","Capital                                     397,000,000","","","",""
"","made up as follows :-","","","",""
"","head  116 minister of trade, commerce, food Security and co-operative Development","","","",""
"15","Programme 01","operational activities","471,000,000","33,000,000",""
"","Programme 02","Development activities","747,000,000","102,000,000",""
"","head  295 Department of commerce","","","","19"
"","Programme 01","operational activities","301,000,000","30,000,000",""
