"","made up as follows :-","","",""
"","head  110 minister of  Justice and national integration","","",""
"","Programme 01","operational activities","6,872,800,000","6,148,500,000"
"","head  228 courts administration","","",""
"5","Programme 01","operational activities","10,997,650,000","4,998,700,000"
"","head  229 Attorney General's  Department","","",""
"","Programme 01","operational activities","2,005,000,000","65,000,000"
"","head  230 Legal Draftsman's  Department","","",""
"","Programme 01","operational activities","220,500,000","20,000,000"
"10","head  231 Department of Debt conciliation board","","",""
"","Programme 01","operational activities","100,200,000","5,000,000"
"","head  232 Department of Prisons","","",""
"","Programme 01","operational activities","15,773,000,000","4,507,000,000"
"","head  233 Department of Government analyst","","",""
"15","Programme 01","operational activities","732,400,000","246,400,000"
"","head  234 Office of the Registrar of the Supreme Court","","",""
"","Programme 01","operational activities","379,350,000","16,000,000"
"","head  235 Law commission of Sri Lanka","","",""
"","Programme 01","operational activities","26,000,000","2,000,000"
