"","head","8
national Police commission","",""
"","","Programme 01 operational activities","224,400,000","12,500,000"
"","head","9
administrative appeals tribunal","",""
"","","Programme 01 operational activities","48,600,000","900,000"
"5","head","10
commission to investigate allegations of bribery or corruption","",""
"","","Programme 01 operational activities","945,700,000","411,500,000"
"","head","11 Office of the Finance Commission","",""
"","","Programme 01 operational activities","132,200,000","800,000"
"","head","13 human rights commission of Sri Lanka","",""
"10","","Programme 01 operational activities","358,500,000","90,500,000"
"","head","16
Parliament","",""
"","","Programme 01 operational activities","4,208,300,000","940,200,000"
"","head","17 Office of the Leader of the House of Parliament","",""
"","","Programme 01 operational activities","73,500,000","4,500,000"
"15","head","18 Office of the Chief Govt. Whip of Parliament","",""
"","","Programme 01 
 operational activities","86,100,000","2,400,000"
