"","","","","Recurrent","Capital"
"","Head No.","","","Expenditure","Expenditure"
"","","","","Rs.","Rs."
"","head","19 Office of the Leader of the Opposition of Parliament","","",""
"","","Programme 01 
operational activities","","321,050,000","9,950,000"
"","head","20
election commission","","",""
"","","Programme 01 
operational activities","","21,272,000,000","209,000,000"
"5","head","21 National Audit Office","","",""
"","","Programme 01
operational activities","","3,288,800,000","1,062,000,000"
"","head","22 Office of the Parliamentary Commissioner for","","",""
"","","administration","","",""
"","","Programme 01
operational activities","","41,800,000","2,500,000"
"10","head","23 audit Service commission","","",""
"","","Programme 01
operational activities","","71,500,000","3,300,000"
"","head","24 national Procurement commission","","",""
"","","Programme 01
operational activities","","80,700,000","135,300,000"
"","head","25 Delimitation commission","","",""
"15","","Programme 01
operational activities","","18,700,000","300,000"
"","","Ministry of Buddhasasana, Religious and Cultural Affairs","","",""
"","","Recurrent","8,300,000,000","",""
"","","Capital","5,425,000,000","",""
