"","head  238 Department of fiscal Policy","","",""
"","Programme 01","operational activities","129,000,000","3,500,000"
"","head  239 Department of external  resources","","",""
"","Programme 01","operational activities","317,000,000","3,241,500,000"
"5","head  240 Department of national budget","","",""
"","Programme 01","operational activities","292,000,000","350,300,000"
"","Programme 02","Development activities","183,455,162,000","60,708,350,000"
"","head  241 Department of Public enterprises","","",""
"","Programme 01","operational activities","296,000,000","91,395,000,000"
"10","head  242 Department of management Services","","",""
"","Programme 01","operational activities","127,000,000","4,000,000"
"","head  243 Department of Development finance","","",""
"","Programme 01","operational activities","19,916,000,000","6,500,000"
"","Programme 02","Development activities","-","26,913,000,000"
"15","head  244 Department of trade and investment Policies","","",""
"","Programme 01","operational activities","116,000,000","205,000,000"
