"","jiyg;G","","","","k
z
LtUk;","%yjdr;","16"
"",",y.","","","","nrytpdk;","nrytpdk;",""
"","","","","","&gh","&gh",""
"","","","Njrpa  kuGhpikfs;>  mUq;fiyfs;  kw;Wk;  fpuhkpa","","","",""
"","","","Nkk;ghl;L  ,uh[hq;f  mikr;R","","","",""
"","","","kPz;LtUk; nrytpdk;","237,400,000","","",""
"","","","%yjdr;  nrytpdk;","369,500,000","","",""
"5","","mikT  tUkhW  :—","","","","",""
"","jiyg;G","401","Njrpa  kuGhpikfs;>  mUq;fiyfs;  kw;Wk;  fpuhkpa","","","",""
"","","","Nkk;ghl;L  ,uh[hq;f  mikr;rh;","","","",""
"","","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","","75,700,000","3,300,000",""
"","","","epfo;r;rpj;jpl;lk;  02  mgptpUj;jpr;  nraw;ghLfs;","","161,700,000","366,200,000","xJf;fPL"
"10","","","epjp  mikr;R","","","",""
"","","","kPz;LtUk; nrytpdk;","113,731,513,000","","",""
"","","","%yjdr;  nrytpdk;","74,017,338,000","","",""
"","","mikT  tUkhW  :—","","","","",""
"","jiyg;G","102","epjp mikr;rh;","","","",""
"","","","","","","",""
"15","","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","","871,405,000","439,650,000",""
"","","","epfo;r;rpj;jpl;lk;  02  mgptpUj;jpr;  nraw;ghLfs;","","-","32,147,200,000",""
"","jiyg;G","237","Njrpa jpl;lkply; jpizf;fsk;","","","",""
"","","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","","109,450,000","34,800,000",""
"","jiyg;G","238","murpiwf;  nfhs;ifj;  jpizf;fsk;","","","",""
"","","","epfo;r;rpj;jpl;lk;  01  nray;Kiwr;  nraw;ghLfs;","","57,050,000","1,700,000",""
"20","","","","","","",""
