"","No.","","Expenditure","","Expenditure"
"","","","Rs.","","Rs."
"","Made  up  as  follows  :-","","","",""
"","Head 427","State  Minister  of  Livestock,  Farm  Promotion  and  Dairy  and","","",""
"","","Egg  Related  Industries","","",""
"","","Programme  01
Operational  Activities","334,150,000","","18,700,000"
"5","","Programme  02
Development  Activities","","-","1,042,000,000"
"","Head 292","Department  of  Animal  Production  and  Health","","",""
"","","Programme  01
Operational  Activities","649,800,000","","67,000,000"
"","","Programme  02
Development  Activities","","-","719,000,000"
"","","Ministry  of  Power","","",""
"10","","Recurrent
307,850,000","","",""
"","","Capital
5,100,000","","",""
"","Made  up  as  follows  :-","","","",""
"","Head 119","Minister of  Power","","",""
"","","Programme  01
Operational  Activities","307,850,000","","5,100,000"
"15","","State  Ministry  of  Solar,  Wind  and  Hydro    Power","","",""
"","","Generation  Projects  Development","","",""
"","","Recurrent
386,800,000","","",""
"","","Capital
344,900,000","","",""
