"","Head 237","Department  of  National  Planning","",""
"","","Programme  01","Operational  Activities","175,795,000
14,856,480,000"
"","Head 238","Department  of  Fiscal  Policy","",""
"","","Programme  01","Operational  Activities","72,460,000
            700,000"
"5","Head 239","Department  of  External    Resources","",""
"","","Programme  01","Operational  Activities","577,700,000
          1,219,400,000"
"","Head 240","Department  of  National  Budget","",""
"","","Programme  01","Operational  Activities","208,800,000
          191,200,000"
"","","Programme  02","Development  Activities","30,000,000,000
      20,000,000,000"
"10","Head 242","Department  of  Management  Services","",""
"","","Programme  01","Operational  Activities","97,000,000
            4,200,000"
"","Head 243","Department  of  Development  Finance","",""
"","","Programme  01","Operational  Activities","10,939,650,000
            1,400,000"
"","","Programme  02","Development  Activities","-
  9,642,890,000"
"15","Head 244","Department  of  Trade  and  Investment  Policies","",""
"","","Programme  01","Operational  Activities","65,220,000
             3,150,000"
"","Head 245","Department  of  Public  Finance","",""
"","","Programme  01","Operational  Activities","79,400,000             10,800,000"
"","Head 246","Department  of  Inland  Revenue","",""
"20","","Programme  01","Operational  Activities","4,643,190,000                 1,711,800,000"
"","Head 247","Sri  Lanka  Customs","",""
"","","Programme  01","Operational  Activities","4,066,300,000
                526,100,000"
"","Head 248","Department  of  Excise","",""
"","","Programme  01","Operational  Activities","1,114,400,000
                275,600,000"
