"","Ministry  of  Health","","",""
"","","Recurrent                           128,480,998,000","",""
"","","Capital                                  30,995,000,000","",""
"","Made  up  as  follows  :-","","",""
"5","Head 111
Minister  of  Health","","",""
"","Programme  01","Operational  Activities","109,891,998,000","6,926,000,000"
"","Programme  02","Development  Activities","17,949,000,000","23,969,000,000"
"","Head 216
Department  of  Social  Services","","",""
"","Programme 01","Operational  Activities","89,000,000","3,000,000"
"10","Programme  02","Development  Activities","551,000,000","97,000,000"
"","","State  Ministry  of    Indigenous  Medicine  Promotion  ,  Rural  and","",""
"","","Ayurvedic  Hospitals  Development  and  Community  Health","",""
