"","100","rcfha  ri  mÍlaIl  fomd¾;fïka;=j
23301","rcfha  ks,Odßkag  w;a;sldrï","9""000""000","5""500""000","35""000""000","-"
"","101","fY%
aIaGdêlrKfha  frðiag%d¾
23401","rcfha  ks,Odßkag  w;a;sldrï","18""000""000","10""000""000","46""000""000","-"
"","102","kS;s  fldñIka  iNd  fomd¾;fïka;=j
23501","rcfha  ks,Odßkag  w;a;sldrï","1""500""000","400""000","5""000""000","-"
"","103","rdcH  NdId  fomd¾;fïka;=j
23601","rcfha  ks,Odßkag  w;a;sldrï","7""500""000","4""000""000","29""000""000","-"
"5","104","cd;sl  l%uiïmdok  fomd¾;fïka;=j
23701","rcfha  ks,Odßkag  w;a;sldrï","5""000""000","3""500""000","30""000""000","-"
"","105","rdcH  uq,H  m%;sm;a;s  fomd¾;fïka;=j 23801","rcfha  ks,Odßkag  w;a;sldrï","4""000""000","1""700""000","16""000""000","-"
"","106","úfoaY  iïm;a  fomd¾;fïka;=j
23901","rcfha  ks,Odßkag  w;a;sldrï","8""000""000","4""000""000","30""000""000","-"
"","107","cd;sl  whjeh  fomd¾;fïka;=j
24001","rcfha  ks,Odßkag  w;a;sldrï","11""000""000","5""500""000","38""000""000","-"
"","108","rdcH  jHdmdr  fomd¾;fïka;=j
24101","rcfha  ks,Odßkag  w;a;sldrï","4""400""000","2""500""000","18""000""000","-"
"10","109","l<ukdlrK  fiajd  fomd¾;fïka;=j 24201","rcfha  ks,Odßkag  w;a;sldrï","6""500""000","3""000""000","26""000""000","-"
"","110","ixj¾Ok  uq,H  fomd¾;fïka;=j
24301","rcfha  ks,Odßkag  w;a;sldrï","4""000""000","1""200""000","14""000""000","-"
"","111","fj<|  iy  wdfhdack  m%;sm;a;s","","","","",""
"","","fomd¾;fïka;=j
24401","rcfha  ks,Odßkag  w;a;sldrï","4""000""000","2""000""000","14""000""000","-"
"","112","rdcH  uqo,a  fomd¾;fïka;=j
24501","rcfha  ks,Odßkag  w;a;sldrï","5""000""000","2""700""000","15""000""000","-"
"15","113","foaYSh  wdodhï  fomd¾;fïka;=j
24601","rcfha  ks,Odßkag  w;a;sldrï","105""000""000","92""000""000","415""000""000","-"
"","114","Y%
S ,xld f¾.=j
24701","rcfha  ks,Odßkag  w;a;sldrï","62""000""000","48""000""000","330""000""000","-"
"","115","Y%
S ,xld f¾.=j
24702","w;awvx.=jg .kakd ,o yd","16""000""000","4""000""000","85""000""000","-"
"","","","rdcika;l lrk ,o nvq øjH","","","",""
