"","Y
S
¾I","","","m
q","krdj¾;k","u
,Ok"
"","wxlh","","","","úhoï","úhoï"
"","","","","","re'","re'"
"","","my;  mßÈ  úhoï  ieliS  we;  :—","","","",""
"","YS¾I  117","uydud¾. yd ud¾. ixj¾Ok wud;Hjrhd","","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","","254,000,000","11,200,000"
"","","jevigyk  02  ixj¾Ok  jevigyk","","","","174,988,800,000"
"5","","lDIsl¾u  wud;HdxYh","","","",""
"","","mqkrdj¾;k","53,202,676,000","","",""
"","","uQ,Ok","9,928,350,000","","",""
"","","my;  mßÈ  úhoï  ieliS  we;  :—","","","",""
"","YS¾I 118","lDIsl¾u    wud;Hjrhd","","","",""
"10","","jevigyk  01  fufyhqï  jevigyk","","","411,889,000","25,550,000"
"","","jevigyk  02  ixj¾Ok  jevigyk","","","41,098,404,000","4,590,650,000"
"","YS¾I 281","f.dúck  ixj¾Ok  fomd¾;fïka;=j","","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","","509,100,000","98,000,000"
"","","jevigyk 02  ixj¾Ok jevigyk","","","6,422,100,000","3,881,000,000"
"15","YS¾I 285","lDIsl¾u  fomd¾;fïka;=j","","","",""
"","","jevigyk  01  fufyhqï  jevigyk","","","482,279,000","81,150,000"
"","","jevigyk  02  ixj¾Ok  jevigyk","","","4,278,904,000","1,252,000,000"
"","","úÿ,sn,  yd  mqk¾ckkSh  n,Yla;s  wud;HdxYh","","","",""
"","","mqkrdj¾;k","562,465,000","","",""
