"","126","Èia;%","sla f,alï ld¾hd,h - .ïmy","25601","rcfha  ks,Odßkag  w;a;sldrï","105""000""000","70""000""000","330""000""000","-"
"","127","Èia;%","sla f,alï ld¾hd,h - l¿;r","25701","rcfha  ks,Odßkag  w;a;sldrï","95""000""000","64""000""000","400""000""000","-"
"","128","Èia;%","sla f,alï ld¾hd,h - uykqjr","25801","rcfha  ks,Odßkag  w;a;sldrï","78""000""000","65""000""000","255""000""000","-"
"","129","Èia;%","sla f,alï ld¾hd,h - ud;f,a","25901","rcfha  ks,Odßkag  w;a;sldrï","66""000""000","33""000""000","200""000""000","-"
"5","130","Èia;%","sla  f,alï  ld¾hd,h  -  kqjrt<sh","26001","rcfha  ks,Odßkag  w;a;sldrï","40""000""000","26""000""000","110""000""000","-"
"","131","Èia;%","sla f,alï ld¾hd,h - .d,a,","26101","rcfha  ks,Odßkag  w;a;sldrï      72""000""000","","64""000""000","251""000""000","-"
"","132","Èia;%","sla f,alï ld¾hd,h - ud;r","26201","rcfha  ks,Odßkag  w;a;sldrï","70""000""000","67""000""000","275""000""000","-"
"","133","Èia;%","sla f,alï ld¾hd,h -","","","","","",""
"","","yïnkaf;dg","","26301","rcfha  ks,Odßkag  w;a;sldrï","78""000""000","42""000""000","225""000""000","-"
"10","134","Èia;%","sla f,alï ld¾hd,h $ lÉfÉßh","","","","","",""
"","","-  hdmkh","","26401","rcfha  ks,Odßkag  w;a;sldrï","75""000""000","49""000""000","200""000""000","-"
"","135","Èia;%","sla f,alï ld¾hd,h $ lÉfÉßh","","","","","",""
"","","-  ukakdru","","26501","rcfha  ks,Odßkag  w;a;sldrï      18""000""000","","11""000""000","60""000""000","-"
"","136","Èia;%","sla f,alï ld¾hd,h $ lÉfÉßh","","","","","",""
"15","","-  jõkshdj","","26601","rcfha  ks,Odßkag  w;a;sldrï","16""000""000","11""000""000","60""000""000","-"
"","137","Èia;%","sla f,alï ld¾hd,h $ lÉfÉßh","","","","","",""
"","","-  uq,;sõ","","26701","rcfha  ks,Odßkag  w;a;sldrï","18""000""000","11""000""000","55""000""000","-"
"","138","Èia;%","sla f,alï ld¾hd,h $ lÉfÉßh","","","","","",""
"","","-  ls,sfkdÉÑh","","26801","rcfha  ks,Odßkag  w;a;sldrï","17""000""000","11""500""000","50""000""000","-"
"20","139","Èia;%","sla f,alï ld¾hd,h $ lÉfÉßh","","","","","",""
"","","-  uvl,mqj","","26901","rcfha  ks,Odßkag  w;a;sldrï","46""000""000","28""000""000","140""000""000","-"
