"","22","","","foaYSh  wdodhï  ^ixfYdaOk&",""
"","","","^4& ta j.ka;sfha ^5& jk Wmj.ka;sfha —ysñlï ,eìh","",""
"","","","","hq;= h'˜ hk jpk fjkqjg my; oelafjk fldgi",""
"","","","","wdfoaY lsÍfuka(-",""
"","","","","—ysñlï ,eìh hq;= h' 55 jk j.ka;sfha mgyeksj",""
"5","","","","l=ula i|yka jqj o"" ^tfy;a wdmiq f.ùula i|yd",""
"","","","","lsisÿ  ysñlula  fkdue;sj&  yjq,a  jHdmdrhl",""
"","","","","yjq,alrejl= úiska f.jkq ,en we;s njg i,lkq",""
"","","","",",nk nÿ ner m%udKfha fldgi i|yd yjq,alre",""
"","","","","úiska f.úh hq;= j¾;udk nÿ jdßlh .Kkh",""
"10","","","","lsÍfï  §""  yjq,a  jHdmdrh  úiska  f.úh  hq;=  ta",""
"","","","","jdßlh f.ùug hg;aj"" yjq,alreg nÿ ner uqo,la",""
"","","","","i|yd ysñlï ,eìh hq;= h'˜'",""
"","","34'","m","Odk m%{ma;sfha 93 jk j.ka;sh my; oelafjk mßÈ","m%Odk"
"","","","","","m%{ma;sfha"
"","","fuhska ixfYdaOkh lrkq ,efí:-","","",""
"","","","","","93 jk"
"","","","","","j.ka;sh"
"15","","","^1& ta j.ka;sfha ^2& jk Wmj.ka;sfha ^w& fþofha ^i& jk","","ixfYdaOkh"
"","","","","","lsÍu"
"","","","","wkqfþofha —jHdmdrfhka iy wdfhdackfhka˜ hk",""
"","","","","jpk  fjkqjg  —jHdmdrfhka""  wdfhdackfhka  iy",""
"","","","","fjk;a wdodhïj,ska˜ hk jpk wdfoaY lsÍfuka;",""
"","","","^2& ta j.ka;sfha ^3& jk Wmj.ka;sh bj;a lr ta fjkqjg","",""
"20","","","","my; oelafjk Wmj.ka;sh wdfoaY lsÍfuka(-",""
"","","","","—^3& wdfhdack j;alula Wm,íê lsÍfuka ,nk",""
"","","","",",eîula we;=<;a nÿ wh l< yels wdodhula iys;",""
"","","","","iEu ;eke;a;l= u"" ta Wm,íê lsÍu isÿ jQ wod<",""
"","","","",",s;a udih wjika ù Èk ;syl ld,hla we;=<;",""
"25","","","","m%d.aOk  ,dN  nÿ  jd¾;djla  flduidßia",""
"","","","","ckrd,ajrhd fj; f.dkq l< hq;= h'˜'",""
"","","35'","m","Odk m%{ma;sfha 94 jk j.ka;sfha ^1& jk Wmj.ka;sfha","m%Odk"
"","","","","","m%{ma;sfha"
"","","^w& fþofha ^ii& jk wkqfþofha —83 jk j.ka;sh hgf;a r|jd","","",""
"","","","","","94  jk"
"","",".ekSug˜ hk jpk iy b,lalï fjkqjg —83 jk j.ka;sh","","",""
"","","","","","j.ka;sh"
"30","","hgf;a 2019 wfm%a,a ui 1 jk Èkg fmrd;=j r|jd .ekSug˜","","","ixfYdaOkh"
"","","","","","lsÍu"
"","","hk jpk iy b,lalï wdfoaY lsÍfuka ta j.ka;sh fuhska","","",""
"","","ixfYdaOkh lrkq ,efí'","","",""
