"","","","","","","and  may  also"
"","","","","","","be  punished"
"","","","","","","with  fine."
"","If  the","Same","Same","Same","Same","Imprisonment"
"","offence","","","","","of  either"
"","is","","","","","description  for"
"","committed","","","","","a  term  not  less"
"","in","","","","","than  three"
"","respect  of","","","","","years  and  not"
"","a  child.","","","","","exceeding"
"","","","","","","twenty  years,"
"","","","","","","and  may  also"
"","","","","","","be  punished"
"","","","","","","with  fine."
"360D","Offences","Same","Same","Same","Same","Imprisonment"
"","related  to","","","","","of  either"
"","adoption.","","","","","description  for"
"","","","","","","a  term  not"
"","","","","","","exceeding"
"","","","","","","twenty  years"
"","","","","","","or  to  a  fine  or"
"","","","","","","to  both  such"
"","","","","","","imprisonment"
"","","","","","","and  fine."
"360E","Soliciting","Same","Same","Same","Same","Imprisonment"
"","a  child.","","","","","of  either"
"","","","","","","description  for"
"","","","","","","a  term  not"
"","","","","","","exceeding  ten"
"","","","","","","years  or  to  a"
"","","","","","","fine  or  to  both"
"","","","","","","such"
"","","","","","","imprisonment"
"","","","","","","and  fine.”"
