"","(4) thereof by the substitution for the words “shares","","","","","",""
"","issued;”, of the words “shares issued and names of","","","","","",""
"","the persons to whom such shares are issued;”.","","","","","",""
"5.  The","following","new","section","is","hereby","inserted","Insertion of"
"","","","","","","","new section"
"immediately  after  section  51  of  the  principal  enactment,","","","","","","",""
"","","","","","","","51A of the"
"which  shall  have  effect  as  section  51A  of  the  principal","","","","","","","principal"
"","","","","","","","enactment"
"enactment:-","","","","","","",""
