"","","foaYSh  wdodhï","193"
"","hï l¾;jHhla iïnkaOfhka —n,h,;a ks,Orhd˜ hkafkka""","",""
"","","flduidßia ckrd,ajrhd fyda fomd¾;fïka;=fjys",""
"","","fiajfhys  kshqla;  jQ  iy  tu  l¾;jH  —bgq  lsÍu",""
"","","i|yd flduidßia ckrd,ajrhd úiska ,sÅ;j n,h",""
"","","mjrk ,o hï ;eke;a;l= woyia fõ;",""
"5","","",""
"","—n,h,;a ksfhdað;hd˜ hkafkka"" fï mkf;a ld¾h i|yd","",""
"","","l,ska l,g hï ;eke;a;l= fjkqfjka l%shd lsÍug",""
"","","ta ;eke;a;d úiska ,shú,a,lska n,h fokq ,enqjd",""
"","jQ o -","",""
