"","Head","","","Recurrent","Capital"
"","No.","","","Expenditure","Expenditure"
"","","","","Rs.","Rs."
"","Head   281","Department of Agrarian Development","","",""
"","","Programme 01","Operational Activities","1,000,000,000","90,000,000"
"","","Programme 02","Development Activities","12,107,000,000","4,270,000,000"
"","Head   282","Department of Irrigation","","",""
"5","","Programme 01","Operational Activities","1,066,000,000","129,000,000"
"","","Programme 02","Development Activities","4,086,000,000","20,609,000,000"
"","Head   285","Department of Agriculture","","",""
"","","Programme 01","Operational Activities","837,000,000","73,000,000"
"","","Programme 02","Development Activities","7,037,000,000","4,413,000,000"
"10","Head   286","Department of Land Commissioner General","","",""
"","","Programme 02 - Development Activities","","804,000,000","126,000,000"
"","Head   287","Department of Land  Title Settlement","","",""
"","","Programme 02","Development Activities","986,000,000","38,000,000"
"","Head   288","Department of Surveyor General of Sri Lanka","","",""
"15","","Programme 01","Operational Activities","389,000,000","179,000,000"
"","","Programme 02","Development Activities","4,983,000,000","652,000,000"
"","Head   289","Department of Export Agriculture","","",""
"","","Programme 02","Development Activities","1,230,000,000","1,492,000,000"
