"","Head   255","District Secretariat, Colombo","",""
"","","Programme 01 
Operational Activities","2,539,000,000","475,000,000"
"","Head   256","District Secretariat, Gampaha","",""
"","","Programme 01 
Operational Activities","3,440,000,000","460,000,000"
"5","Head   257","District Secretariat, Kalutara","",""
"","","Programme 01 
Operational Activities","2,886,000,000","698,000,000"
"","Head   258","District Secretariat, Kandy","",""
"","","Programme 01 
Operational Activities","4,126,000,000","360,000,000"
"","Head   259","District Secretariat, Matale","",""
"10","","Programme 01 
Operational Activities","2,100,000,000","240,000,000"
"","Head   260","District Secretariat, Nuwara-Eliya.","",""
"","","Programme 01 
Operational Activities","1,541,000,000","485,000,000"
"","Head   261","District Secretariat, Galle","",""
"","","Programme 01 
Operational Activities","4,116,000,000","428,000,000"
"15","Head   262","District Secretariat ,Matara","",""
"","","Programme 01 
Operational Activities","3,181,000,000","914,000,000"
"","Head   263","District Secretariat , Hambantota","",""
"","","Programme 01 
Operational Activities","2,311,000,000","252,000,000"
"","Head   264","District Secretariat/ Kachcheri - Jaffna","",""
"20","","Programme 01 
Operational Activities","2,812,000,000","348,000,000"
