"","Head","","Recurrent","Capital"
"","No.","","Expenditure","Expenditure"
"","","Rs.","","Rs."
"","Head   221 
Department of Labour","","",""
"","Programme 01 
Operational Activities","2,601,000,000","","624,000,000"
"","Programme 02  
Development Activities","1,504,000,000","","436,000,000"
"","Head   328 
Department of Manpower and Employment","","",""
"5","Programme 01 
Operational Activities","729,000,000","","8,000,000"
"","Programme 02  
Development Activities","","-","35,000,000"
"","Ministry of  Youth Affairs and Sports","","",""
"","Recurrent 
 
 7,500,000,000","","",""
"","Capital 
 
 6,000,000,000","","",""
"10","Made up as follows :-","","",""
"","Head   194 
Minister of Youth Affairs and Sports","","",""
"","Programme 01 
Operational Activities","634,000,000","","173,000,000"
"","Programme 02  
Development Activities","4,561,000,000","","2,661,000,000"
"","Head   219 
Department of Sports Development","","",""
"15","Programme 01 
Operational Activities","144,000,000","","16,000,000"
"","Programme 02  
Development Activities","2,161,000,000","","3,150,000,000"
