"","","","","","of the","Accounts of","of the","of the",""
"","","","","","Government","Activities of the  Government","","","Government"
"","","","","","","Government","","",""
"","","","","","Rs.","Rs.","Rs.","Rs.",""
"","116","District Secretariat/","26701","Advances to Public","","","","",""
"","","Kachcheri-Mullaitivu","","Officers","85,000,000","37,000,000","205,000,000","","-"
"","117","District Secretariat/","26801","Advances to Public","","","","",""
"","","Kachcheri-Killinochchi","","Officers","75,000,000","37,000,000","200,000,000","","-"
"5","118","District Secretariat/","26901","Advances to Public","","","","",""
"","","Kachcheri-Batticaloa","","Officers","151,000,000","96,000,000","301,000,000","","-"
"","119","District Secretariat, Ampara","27001","Advances to Public","","","","",""
"","","","","Officers","220,000,000","125,000,000","524,000,000","","-"
"","120","District Secretariat/","27101","Advances to Public","","","","",""
"10","","Kachcheri-Trincomalee","","Officers","75,000,000","58,000,000","215,000,000","","-"
"","121","District Secretariat,","27201","Advances to Public","","","","",""
"","","Kurunagala","","Officers","400,000,000","254,000,000","1,065,000,000","","-"
"","122","District Secretariat, Puttalam","27301","Advances to Public","","","","",""
"","","","","Officers","124,000,000","100,000,000","385,000,000","","-"
"15","123","District Secretariat,","27401","Advances to Public","","","","",""
"","","Anuradhapura","","Officers","220,000,000","150,000,000","908,000,000","","-"
"","124","District Secretariat,","27501","Advances to Public","","","","",""
"","","Polonnaruwa","","Officers","70,000,000","56,000,000","186,000,000","","-"
"","125","District Secretariat, Badulla","27601","Advances to Public","","","","",""
"","","","","Officers","200,000,000","120,000,000","802,000,000","","-"
