"","No.","","Expenditure","","Expenditure"
"","","","Rs.","","Rs."
"","Made  up  as  follows  :-","","","",""
"","Head 166","Minister  of  Water  Supply","","",""
"","","Programme  01
Operational  Activities","179,550,000","","12,900,000"
"","","Programme  02
Development  Activities","","-","95,886,100,000"
"5","","State  Ministry  of    Rural  and  Divisional  Drinking","","",""
"","","Water  Supply  Projects  Development","","",""
"","","Recurrent
          246,610,000","","",""
"","","Capital
    4,101,000,000","","",""
"","Made  up  as  follows  :-","","","",""
"10","Head 433","State  Minister  of  Rural  and  Divisional  Drinking","","",""
"","","Water  Supply  Projects  Development","","",""
"","","Programme  01
Operational  Activities","","57,150,000             10,250,000",""
"","","Programme  02
Development  Activities","450,000","","1,380,000,000"
"","Head 332","Department  of  National  Community  Water  Supply","","",""
"","","Programme  01
Operational  Activities","189,010,000","","2,710,750,000"
"15","","","","",""
"","","Ministry  of  Ports  and  Shipping","","",""
"","","Recurrent
  645,900,000","","",""
"","","Capital
  951,290,000","","",""
