"","","Appropriation  (Amendment)","1",""
"","L.D.—O. 18/2022","","",""
"","AN ACT TO AMEND THE APPROPRIATION ACT, NO. 30 OF 2021","","",""
"","BE it enacted by the Parliament of the Democratic Socialist","","",""
"","Republic of Sri Lanka as follows:-","","",""
"","1.","This  Act  may  be  cited  as  the  Appropriation","","Short  title"
"","(Amendment) Act, No…………of 2022.","","",""
"5","2.","Section 2 of the Appropriation Act, No. 30 of 2021","","Amendment"
"","","","","of  Section  2"
"","(hereinafter referred to as the “principal enactment”) is hereby","","",""
"","","","","of  Act,  No."
"","amended as follows :-","","",""
"","","","","30  of  2021"
