"fpd;wJld;  mJ  murpayikg;gpd;  104  vv  vd;Dk;","","","",""
"","cWg;Giuahfg; gaDWjYk; Ntz;Lk;:-","","",""
"''gzpg;Gf;","104vv.","(1)","(m)","Njh;jy;  xd;iw  elhj;JtJ"
"fSld;","","","",""
"","","","","my;yJ kf;fs; jPh;g;nghd;iw"
",zq;fp","","","",""
"nahOfj;","","","",""
"","","","","elj;JtJ  njhlh;gpyhd"
"jtWjy;","","","",""
"Fw;w","","","","VNjDk; 
rl;lj;jpid"
"nkhd;whjy;.","","","",""
"","","","","tYTf;fpliy cWjpg;gLj;J"
"","","","","tjw;F  Mizf;FOTld;"
"","","","","xUq;fpiztjw;F  epaha"
"","","","","khd  fhuzkd;wp  kWf;"
"","","","","fpd;w  my;yJ  jtWfpd;w@"
"","","","","my;yJ"
"","","","(M)","104M  Mk;  cWg;Giuapd;"
"","","","","KiwNa  (4)Mk;  ge;jpapd;"
"","","","","(m) vd;Dk; cl;ge;jpapd; fPo;"
"","","","","my;yJ  (5)  Mk;  ge;jpapd;"
"","","","","(m) vd;Dk; cl;ge;jpapd; fPo;"
"","","","","Mizf;FOthy;  toq;fg;"
