"","THE GAZETTE OF THE DEMOCRATIC","",""
"","SOCIALIST REPUBLIC OF","",""
"","SRI LANKA","",""
"","Part II of June 24, 2022","",""
"","SUPPLEMENT","",""
"","(Issued on 29.06.2022)","",""
"","TWENTY  SECOND  AMENDMENT","",""
"","TO THE CONSTITUTION","",""
"","A","",""
"","BILL","",""
"to amend the Constitution of the Democratic Socialist Republic of Sri Lanka","","",""
"","Ordered to be published by the Minister of Justice, Prison Affairs and","",""
"","Constitutional  Reforms","",""
"","PRINTED AT THE DEPARTMENT OF GOVERNMENT PRINTING, SRI LANKA","",""
"","TO BE PURCHASED AT THE GOVERNMENT PUBLICATIONS BUREAU, COLOMBO 5","",""
"Price : Rs. 72.00","","Postage : Rs.","35.00"
"This  Gazette  Supplement  can  be  downloaded  from  www.documents.gov.lk","","",""
