"","21A
 IV ^w&  fldgi - Y%S ,xld m%cd;dka;%sl iudcjd§ ckrcfha w;s úfYI .eiÜ m;%h - 2019'12'05"
"","gFjp  IV (m) - ,yq;ifr; rdehaf Nrhryprf; FbauR tu;j;jkhdg; gj;
jpupif - mjp tpNr\khdJ - 2019.12.05"
"(14)","G+r;rpfs; mfw;wy; njhlu;ghf kw;Wk; Rw;whliy G+r;rpfs; mw;w ,lkhf itj;Jf;nfhs;tjw;F cupa"
"","Kiwapy; nrYj;jg;gLk; fhw;Nwhl;lq;fs; %yk; my;yJ NtW VNjDk; cfe;j fl;Lg;gLj;Jk; Kiw"
"","xd;wpd; %yk; my;yJ midj;J ad;dy;fSk; kw;Wk; midj;J fjTfSk; cfe;j tiyfs; my;yJ"
"","ciwfs; nfhz;L jLg;Gf;fs; mikj;jy; njhlu;ghf my;yJ eltbf;iffs; vLf;fg;gly; Ntz;Lk;."
"(15)","fPNo Fwpg;gplg;gl;L cs;s NjitfSf;F Vw;wjhf ,y;yhtpl;lhy; vtNuDk; xU egu; czT tiffs;"
"","toq;fg;gLk; ,lq;fspy; czT tiffis fhl;rpf;F itj;jy; my;yJ czT tiffis toq;fypy;"
"","<LgLjy; $lhJ."
"","i.
thbf;ifahsu;fSf;F  Nju;e;J  vLf;ff;$ba  tifapy;  czT  tiffis  itj;J  ,Uf;Fk;"
"","re;ju;g;gq;fspy;> thbf;ifahsu;fs; czT tiffisg; ngw;Wf;nfhs;Sk; NghJ mtu;fspd; iffs;"
"","NtW czT tiffSf;F Nkyhf ePl;Ltjw;F Vw;gLk; tpjj;jpy; czT tiffis itj;jpUj;jy;"
"","$lhJ."
"","ii.
czT  tiffis  Njitaw;w  tpjj;jpy;  njhLjiy  jLf;Fk;  tpjj;jpy;  gzpahl;fs;  kw;Wk;"
"","thbf;ifahsu;fSf;F gad;gLj;Jtjw;F cfe;j> Rfhjhukhd Kiwapy; epu;khzpf;fg;gl;l ifg;gpbfs;>"
"","Ks;Sf; fuz;bfs;> fuz;bfs;> fk;Gfs;> fj;jpfs;> ngupa fuz;bfs; Nghd;wit toq;fg;gl;L"
"",",Uj;jy; Ntz;Lk;."
"(16)","Rfhjhu itj;jpa mjpfhup my;yJ nghJ Rfhjhu gupNrhjfupd; gupe;JiufSf;F mika czT tiffis"
"","itj;J ,Uf;Fk; Kiw kw;Wk; gOjiltjw;F vjpuhf> Nkw;nfhs;sg;gl;L ,Uf;Fk; ghJfhg;G eltbf;iffs;"
"","NghJkhdjhf ,y;yhj tplj;J czT tiffs; gOjiljy; jLf;Fk; nghUl;L Rfhjhu itj;jpa mjpfhup"
"","my;yJ nghJ Rfhjhu gupNrhjfu; epu;zapf;Fk; Nkyjpf eltbf;iffs; vLf;fg;gly; Ntz;Lk;."
"(17)","czT tiffis toq;fy; epWtdk; xd;wpy; czT tiffis jahupj;jy; rk;ge;jkhd gzpfspy;"
"","<LgLk; my;yJ czT tiffis toq;Fk; midj;J Copau;fSk; czT tiffs; gOjiltij"
"","jLg;gjw;F ftzk; nrYj;j Ntz;Lk;. mj;Jld; Njitaw;w tpjj;jpy; czT tiffis njhLjy; kw;Wk;"
"","Rw;whlypy; gad;gLj;jg;gLk; NtW cgfuzq;fs; njhLjy; jLf;fg;gly; Ntz;Lk;."
"(18)","czT tiffis toq;fy; epWtdk; xd;wpy; czT tiffis rikj;jy;> ghtid nra;jy; my;yJ"
"","czT tiffis toq;fy; <Lgl;bUf;Fk; VNjDnkhU egupdhy;>"
"","i.
NtW VNjDnkhU tpjj;jpy; czT tiffis toq;fy; tof;fj;jpw;F Vw;w tpjj;jpy; toq;f"
"","Kbahj re;ju;g;gq;fspy; jtpu;e;J> jkJ if tpuy;fspdhy; czT tiffis gq;fply; nra;jy;"
"","$lhJ."
"","ii.
VNjDk; tpNrlkhd re;ju;g;gq;fspy; if tpuy;fspdhy; czT tiffis njhLjy; mj;jpatrpakhf"
"","Njitg;gLk; re;ju;g;gq;fspy;> czT tiffSf;F cfe;j kPz;Lk; gad;gLj;jhj ifAiwfs;"
"","ghtpf;fg;gly; Ntz;Lk;."
"","iii.
Rj;jkhd Jzpj;Jz;L gad;gLj;jg;glhky; md;wp jd;Dila iffis jd;Dila Milfspy;"
"","Jilj;jy; my;yJ NtW VNjDk; nghUl;fspy; Jilj;jy; nra;ag;gly; $lhJ."
"","iv.
VNjDk; gPq;fhd;fspd;> Nfhg;igfspd; my;yJ ghj;jpuq;fspd; mbg; gFjp> fPNo cs;s gPq;fhd;fspy;>"
"","Nfhg;igfspy; my;yJ ghj;jpuq;fspy; cs;s czT tiffs; cld; njhLk; tpjj;jpy; VNjDk;"
"","czT tiffis itj;jy;> nfhz;L nry;yy; my;yJ fsQ;rpag;gLj;jp itj;jy; nra;ag;gly;"
"","$lhJ."
"","v.
VNjDk; czT tiffis gupkhupf; nfhs;Sk; my;yJ gupkhupf; nfhs;tjw;F cgNahfpf;Fk;"
"","ghj;jpuq;fs;> gPq;fhd;fs; my;yJ Nfhg;igfs; cupa Kiwapy; Rj;jk; nra;ag;glhky; xd;wpd; Nky;"
"","xd;whf mLf;fp itj;jy; $lhJ mj;Jld; Kbe;j midj;J Neuq;fspYk; Nkw;gug;Gf;fs; njhLif"
"","milahj tpjj;jpy; itf;fg;gly; Ntz;Lk;."
