"","137","District  Secretariat/  Kachcheri,","","",""
"","","Mullaitivu","26701 Advances  to  Public  Officers
  18,000,000","11,000,000
  55,000,000","—"
"","138","District  Secretariat/  Kachcheri,","","",""
"","","Killinochchi","26801 Advances  to  Public  Officers
17,000,000","11,500,000
  50,000,000","—"
"5","139","District  Secretariat/  Kachcheri,","","",""
"","","Batticaloa","26901 Advances  to  Public  Officers
46,000,000","28,000,000 140,000,000","—"
"","140","District  Secretariat,  Ampara","27001 Advances  to  Public  Officers
75,000,000","46,000,000 240,000,000","—"
"","141","District  Secretariat/  Kachcheri,","","",""
"","","Trincomalee","27101 Advances  to  Public  Officers
40,000,000","23,000,000 120,000,000","—"
"10","142","District  Secretariat,  Kurunegala","27201 Advances  to  Public  Officers 112,000,000","85,000,000 365,000,000","—"
"","143","District  Secretariat,  Puttalam","27301 Advances  to  Public  Officers
60,000,000","41,000,000 195,000,000","—"
"","144","District  Secretariat,  Anuradhapura 27401 Advances  to  Public  Officers","80,000,000","51,000,000 270,000,000","—"
"","145","District  Secretariat,  Polonnaruwa","27501 Advances  to  Public  Officers
33,000,000","20,000,000 120,000,000","—"
"","146","District  Secretariat,  Badulla","27601 Advances  to  Public  Officers
  69,000,000","41,000,000 216,000,000","—"
"15","147","District  Secretariat,  Moneragala","27701 Advances  to  Public  Officers
37,000,000","29,000,000 125,000,000","—"
"","148","District  Secretariat,  Ratnapura","27801 Advances  to  Public  Officers
68,000,000","50,000,000 285,000,000","—"
"","149","District  Secretariat,  Kegalle","27901 Advances  to  Public  Officers
63,000,000","40,000,000 185,000,000","—"
"","150","Departament  of  Project","","",""
"","","Management  and  Monitoring","28001 Advances  to  Public  Officers
5,000,000","3,300,000
20,000,000","—"
"20","151","Department  of  Agrarian","","",""
"","","Development","28101 Advances  to  Public  Officers 305,000,000 242,000,000 650,000,000","","—"
