"","Recurrent","32,916,950,000","",""
"","Capital","36,261,000,000","",""
"","Made  up  as  follows:-","","",""
"5","Head  114
Minister  of    Transport  and  Civil  Aviation","","",""
"","Programme  01
Operational  Activities","","295,350,000","11,000,000"
"","Programme  02
Development  Activities","","14,236,150,000","13,306,800,000"
"","Head
306
Department  of  Sri  Lanka  Railways","","",""
"","Programme  02
Development  Activities","","16,070,450,000","21,129,200,000"
"10","Head
307
Department  of  Motor  Traffic","","",""
"","Programme  02
Development  Activities","","2,315,000,000","1,814,000,000"
"","Ministry  of  Highways  &  Road  Development","","",""
"","Recurrent","254,000,000","",""
"","Capital","175,000,000,000","",""
"15","Made  up  as  follows:-","","",""
"","Head  117
Minister  of  Highways  &  Road  Development","","",""
"","Programme  01
Operational  Activities","","254,000,000","11,200,000"
"","Programme  02
Development  Activities","","—","174,988,800,000"
"","Ministry  of    Agriculture","","",""
"20","Recurrent","53,202,676,000","",""
"","Capital","9,928,350,000","",""
"","Made  up  as  follows:-","","",""
"","Head  118
Minister  of    Agriculture","","",""
"","Programme  01
Operational  Activities","","411,889,000","25,550,000"
"25","Programme  02
Development  Activities","","41,098,404,000","4,590,650,000"
