"","Head","328","Department  of  Manpower  &  Employment","",""
"","","","Programme  01
Operational  Activitie","387,000,000","35,000,000"
"","","","Ministry  of  Telecommunication,  Digital  Infrastructure  &  Foreign  Employment","",""
"","","","Recurrent
1,199,710,000","",""
"5","","","Capital
2,978,700,000","",""
"","","Made  up  as  follows:-","","",""
"","Head","194","Minister  of  Telecommunication,  Digital  Infrastructure  &  Foreign  Employment","",""
"","","","Programme  01
Operational  Activities","788,210,000","23,700,000"
"","","","Programme  02
Development  Activities","411,500,000","2,955,000,000"
"10","","","Ministry  of  Development  Strategies  and  International  Trade","","Appropriation"
"","","","Recurrent
660,000,000","",""
"","","","Capital
3,231,000,000","",""
"","","Made  up  as  follows:-","","",""
"","Head","195","Minister  of  Development  Strategies  and  International  Trade","",""
"15","","","Programme  01
Operational  Activities","274,000,000","88,000,000"
"","","","Programme  02
Development  Activities","322,000,000","3,141,000,000"
"","Head","296","Department  of    Import  and  Export  Control","",""
"","","","Programme  01
Operational  Activities","64,000,000","37
2,000,000"
