"","44","kiyehl;L  Gjpa  fpuhkq;fs;>","14001","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"","","cl;fl;likg;G  trjpfs;  kw;Wk;","","Kw;gzk;","16,000,000","7,000,000","45,000,000",""
"","","rKjha  mgptpUj;jp  mikr;rh;","","","","","",""
"","45","Gdh;tho;tspg;G>  kPs;","14501","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"5","","FbNaw;wk;>  tlf;F  mgptpUj;jp","","Kw;gzk;","9,000,000","4,000,000","37,000,000",""
"","","kw;Wk;  ,e;J  rka  mYty;fs;","","","","","",""
"","","mikr;rh;","","","","","",""
"","46",",isQh;  mYty;fs;>  fUj;jpl;l","14801","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"","","Kfhikj;Jtk;  kw;Wk;  njw;F","","Kw;gzk;","32,000,000","10,000,000","50,000,000",""
"10","","mgptpUj;jp  mikr;rh;","","","","","",""
"","47","ifj;njhopy;  kw;Wk;  thzpg","14901","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"","","mYty;fs;  mikr;rh;","","Kw;gzk;","45,000,000","15,000,000","150,000,000",""
"","48","ngw;Nwhypa  tsq;fs;","15001","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"","","mgptpUj;jp  mikr;rh;","","Kw;gzk;","5,000,000","2,000,000","20,000,000",""
"15","49","flw;nwhopy;>  ePuf  ts%yq;fs;","15101","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"","","mgptpUj;jp  kw;Wk;  fpuhkpa","","Kw;gzk;","36,000,000","17,000,000","110,000,000",""
"","","nghUshjhu  mYty;fs;","","","","","",""
"","","mikr;rh;","","","","","",""
"","50","khfhz  rigfs;> cs;~uhl;rp","15501","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"20","","kw;Wk;  tpisahl;Lj;Jiw","","Kw;gzk;","31,000,000","11,000,000","85,000,000",""
"","","mikr;rh;","","","","","",""
"","51","Njrpa  ey;ypzf;f","15701","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"","","xUikg;ghl;L  kw;Wk;  mur","","Kw;gzk;","20,000,000","8,500,000","65,000,000",""
"","","fUk  nkhopfs;  mikr;rh;","","","","","",""
"25","52","mur  njhopy;Kaw;rp  kw;Wk;","15801","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"","","fz;b  efu  mgptpUj;jp","","Kw;gzk;","4,200,000","2,000,000","14,000,000",""
"","","mikr;rh;","","","","","",""
"","53","Rw;Wyhj;Jiw  mgptpUj;jp  kw;Wk;","15901","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"","","fpwp];jt rka mYty;fs; mikr;rh;","","Kw;gzk;","3,000,000","1,000,000","11,000,000",""
"30","54","kfhtyp  mgptpUj;jp  kw;Wk;","16001","mur  mYtyh;fSf;fhd","","","",""
"","","","","","","","","—"
"","","Rw;whly; mikr;rh;","","Kw;gzk;","20,000,000","10,000,000","58,000,000",""
