"","","","","2019  xw;Nwhgu; 31 Mk; ehspy; cs;sthwhd Ie;njhif","","","","",""
"","","","","","","","","(&gh)",""
"","","nghWg;Gf;fs;","","","","","nrhj;Jf;fs;","",""
"","","","","xw;Nwhgu;> 2019","","nrj;njk;gu;> 2019","","",""
"","nrj;njk;gu;> 2019","","","","","","","","xw;Nwhgu;> 2019"
"","","ntspehl;L ehza epjpapay; nghWg;Gf;fs;","","","","","ntspehl;L ehza epjpapay; nrhj;Jf;fs;","",""
"37,952,247,633","","tq;fpfs; kw;Wk; epjpapay; epWtdq;fs;","42,814,037,264","","503,084,127,621","","fhR kw;Wk; fhrpw;Fr; rkkhdit","506,749,629,697",""
"675,966,611","","ngWjp epjpapay; rhjdq;fs;","1,100,998,361","","","",",. m. e. Clhd rP. k. ngWkjp kw;Wk;","",""
"39,119,087,241","","Mrpa jPu;g;gdT xd;wpak;","85,204,117,691","","713,100,206,662","","V.m.t. Clhd rP.k. ngWkjpapy; gpizaq;fs; 722,272,700,094","",""
"437,365,618,358","","g.eh.epjpaj;Jld; njhlu;ghd nghWg;Gf;fs;","442,129,970,892","","2,191,498,294","","ngWjp  epjpapay; rhjdq;fs;","2,205,204,126",""
"175,884,875,311","690,997,795,154","Vidait","135,573,082,380","706,822,206,588","145,488,658,104","","g. eh. epjpaj;Jld; njhlu;ghd nrhj;Jf;fs;","146,946,205,084",""
"","","","","","11,120,239,033","1,374,984,729,714","Vida fpilf;fj;jf;fit","25,946,735,619","1,404,120,474,620"
"","","cs;ehl;L ehza epjpapay; nghWg;Gf;fs;","","","","","cs;ehl;L ehza epjpapay; nrhj;Jf;fs;;","",""
"","","tq;fpfs; kw;Wk; epjpapay; epWtdq;fspd;","","","76,986,274,822","",",yq;if murhq;fg; gpizaq;fs;","87,311,991,632",""
"264,590,482,512","","itg;Gf;fs;","259,031,128,313","","","","k
s
 tpw;gid cld;gbf;ifapd; fPohd","",""
"343,193,200","","mur kw;Wk; mur epWtdq;fspd; itg;Gf;fs;","336,186,697","","68,637,605,594","","gpizaq;fs;  nfhs;tdT","25,065,777,910",""
"","","k
s
nfhs;tdT cld;gbf;ifapd; fPo;","","","237,810,171,400","","murpw;fhd jw;fhypf Kw;gzq;fs;","237,815,871,400",""
"44,172,493,067","","tpw;gid nra;ag;gl;l gpizaq;fs;","31,168,992,870","","56,135,940","","tq;fpfSf;fhd fld;fs;","56,135,940",""
"125,455,474","","Copau; eyj; jpl;lq;fspd; kPjp","10,711,821","","","","epjpapay; kw;Wk; Vida epWtdq;fspYs;s","",""
"9,606,463,548","","Vida nfhLglj;jf;fit","9,693,452,814","","1,381,878,521","","gq;F KjyPLfs;","1,381,878,521",""
"650,011,155,183","968,849,242,984","Rw;Nwhl;lj;jpYs;s ehzak;","649,272,795,101","949,513,267,616","17,060,546,677","401,932,612,954","Vida nrhj;Jf;fs;","17,193,091,197","368,824,746,600"
