"","Head","2 3","Audit  Service  Commission","",""
"","","","Programme  01
Operational  Activities","46,080,000","1,550,000"
"","Head","2 4","National  Procurement  Commission","",""
"","","","Programme  01
Operational  Activities","80,110,000","8,300,000"
"5","Head","2 5","Delimitation  Commission","",""
"","","","Programme  01
Operational  Activities","13,230,000","80,000"
"","","","Ministry  of  Buddha  Sasana,  Religious  and  Cultural  Affairs","",""
"","","","Recurrent
4,181,600,000","",""
"","","","Capital
1,311,500,000","",""
"10","","Made  up  as  follows  :-","","",""
"","Head 101","","Minister  of    Buddha  Sasana,  Religious  and  Cultural  Affairs","",""
"","","","Programme  01
Operational  Activities","413,300,000","82,900,000"
"","","","Programme  02
Development  Activities","697,900,000","522,500,000"
"","Head 201","","Department  of  Buddhist  Affairs","",""
"","","","Programme  01
Operational  Activities","72,400,000","6,300,000"
"15","","","","",""
"","","","Programme  02
Development  Activities","1,380,100,000","44,300,000"
"","Head 202","","Department  of  Muslim  Religious  and  Cultural  Affairs","",""
"","","","Programme  02
Development  Activities","122,100,000","20,900,000"
"","Head 203","","Department  of  Christian  Religious    Affairs","",""
"20","","","Programme  02
Development  Activities","183,350,000","80,200,000"
"","Head 204","","Department  of  Hindu  Religious  and  Cultural  Affairs","",""
"","","","Programme  02
Development  Activities","","238,700,000                     108,900,000"
