"152","District  Secretariat,  Matale","25901 Advances  to  Public  Officers","54,000,000","28,800,000 200,000,000","","—"
"153","District  Secretariat,  Nuwara-Eliya","26001 Advances  to  Public  Officers","29,000,000","20,700,000 110,000,000","","—"
"154","District  Secretariat,  Galle","26101 Advances  to  Public  Officers","60,000,000","47,900,000 285,000,000","","—"
"155","District  Secretariat,  Matara","26201 Advances  to  Public  Officers","60,000,000","46,800,000 275,000,000","","—"
"156","District  Secretariat,  Hambantota","26301 Advances  to  Public  Officers","","60,000,000     31,400,000   285,000,000","","—"
"5","","","","","",""
"157","District  Secretariat/","","","","",""
"","Kachcheri-Jaffna","26401 Advances  to  Public  Officers","60,000,000","38,400,000   200,000,000","","—"
"158","District  Secretariat/  Kachcheri-","","","","",""
"","Mannar","","26501 Advances  to  Public  Officers     14,000,000","7,800,000     60,000,000","","—"
"10
159","District  Secretariat/  Kachcheri-","","","","",""
"","Vavuniya","26601 Advances  to  Public  Officers","14,000,000","7,800,000","60,000,000","—"
"160","District  Secretariat/  Kachcheri-","","","","",""
"","Mullaitivu","","26701 Advances  to  Public  Officers     14,000,000","6,900,000","55,000,000","—"
"161","District  Secretariat/  Kachcheri-","","","","",""
"15","Killinochchi","","26801 Advances  to  Public  Officers     14,000,000","8,100,000     50,000,000","","—"
"162","District  Secretariat/  Kachcheri-","","","","",""
"","Batticaloa","","26901 Advances  to  Public  Officers      37,000,000     23,000,000    140,000,000","","","—"
"163","District  Secretariat,  Ampara","","27001 Advances  to  Public  Officers     60,000,000     34,100,000    245,000,000","","","—"
"164","District  Secretariat/  Kachcheri-","","","","",""
"","Trincomalee","","27101 Advances  to  Public  Officers     35,000,000     16,700,000   120,000,000","","","—"
"20","","","","","",""
"165","District  Secretariat,  Kurunagala","","27201 Advances  to  Public  Officers     80,000,000       59,300,000   415,000,000","","","—"
"166","District  Secretariat,  Puttalam","","27301 Advances  to  Public  Officers     50,000,000       31,700,000   200,000,000","","","—"
"167","","District  Secretariat,  Anuradhapura 27401 Advances  to  Public  Officers     65,000,000     37,400,000   270,000,000","","","","—"
"168","District  Secretariat,  Polonnaruwa","","27501 Advances  to  Public  Officers     22,000,000       17,700,000   120,000,000","","","—"
"169
25","District  Secretariat,  Badulla","","27601 Advances  to  Public  Officers     56,000,000     30,200,000   216,000,000","","","—"
"170","District  Secretariat,  Monaragala","","27701 Advances  to  Public  Officers     30,000,000     22,900,000   125,000,000","","","—"
