"","","Ministry  of  Internal  &  Home  Affairs  and  Provincial  Councils  &  Local  Government",""
"","","Recurrent
223,971,800,000",""
"","","Capital
68,424,205,000",""
"","Made  up  as  follows:-","",""
"5","Head  155","Minister  of  Internal  &  Home  Affairs  and  Provincial  Councils  &  Local  Government",""
"","","Programme  01  Operational  Activities
9,332,200,000","1,609,205,000"
"","","Programme  02  Development  Activities
1,200,000,000","28,900,000,000"
"","Head  226","Department  of  Immigration  and  Emigration",""
"","","Programme  01  Operational  Activities
1,746,600,000","633,000,000"
"10","Head
227","Department  of  Registration  of  Persons",""
"","","Programme  01  Operational  Activities
1,030,000,000","134,000,000"
"","Head
254","Department  of  Registrar  General",""
"","","Programme  01  Operational  Activities
1,468,000,000","100,000,000"
"","Head
255","District  Secretariat  -  Colombo",""
"15","","Programme  01  Operational  Activities
824,000,000","1,493,000,000"
"","Head
256","District  Secretariat  -  Gampaha",""
"","","Programme  01  Operational  Activities
1,105,000,000","1,244,000,000"
"","Head
257","District  Secretariat  -  Kalutara",""
"","","Programme  01  Operational  Activities
945,000,000","215,000,000"
