"","Head","332","Department  of  National  Community  Water  Supply","","",""
"","","","Programme  01  Operational  Activities","148,000,000","206,000,000",""
"","","","Ministry  of  Ports  &  Shipping  and  Southern  Development","","",""
"","","","Recurrent
859,000,000","","",""
"5","","","Capital
3,004,600,000","","",""
"","","Made  up  as  follows:-","","","",""
"","Head","176","Minister  of  Ports  &  Shipping    and  Southern  Development","","",""
"","","","Programme  01  Operational  Activities","311,000,000","1,266,000,000",""
"","","","Programme  02  Development  Activities","548,000,000","1,738,600,000",""
"10","","","Ministry  of  Labour  &  Trade  Union  Relations  and  Social  Empowerment","","","Appropriation"
"","","","Recurrent
84,329,260,000","","",""
"","","","Capital
2,445,300,000","","",""
"","","Made  up  as  follows:-","","","",""
"","Head","193","Minister  of  Labour,  Trade  Union  Relations  and  Social  Empowerment","","",""
"15","","","Programme  01  Operational  Activities","626,925,000","117,480,000",""
"","","","Programme  02  Development  Activities","16,366,335,000","558,820,000",""
"","Head","216","Department  of  Social  Services","","",""
"","","","Programme  01  Operational  Activities","42,270,000","3,700,000",""
"","","","Programme  02  Development  Activities","539,730,000","167,300,000","35"
